83 ;28887,0;2266830,577 ;1574113,185 ;137,205 ;0,6 ;
84 ;28888,0;2266830,718 ;1574113,232 ;137,200 ;0,6 ;
85 ;28889,0;2266830,946 ;1574113,279 ;137,197 ;0,6 ;
86 ;28890,0;2266831,192 ;1574113,309 ;137,176 ;0,7 ;
87 ;28890,0;2266831,373 ;1574113,334 ;137,192 ;0,7 ;
88 ;28891,0;2266831,588 ;1574113,354 ;137,199 ;0,7 ;
89 ;28892,0;2266831,802 ;1574113,385 ;137,210 ;0,7 ;
90 ;28893,0;2266832,041 ;1574113,432 ;137,211 ;0,6 ;
91 ;28894,0;2266832,322 ;1574113,515 ;137,202 ;0,7 ;
92 ;28895,0;2266832,636 ;1574113,580 ;137,196 ;0,6 ;
93 ;28896,0;2266832,964 ;1574113,606 ;137,225 ;0,6 ;
94 ;28897,0;2266833,292 ;1574113,622 ;137,213 ;0,6 ;
95 ;28898,0;2266833,631 ;1574113,620 ;137,191 ;0,6 ;
96 ;28899,0;2266833,963 ;1574113,640 ;137,186 ;0,7 ;
97 ;28900,0;2266834,282 ;1574113,681 ;137,180 ;1,0 ;
98 ;28901,0;2266834,602 ;1574113,725 ;137,194 ;0,8 ;
99 ;28902,0;2266834,947 ;1574113,774 ;137,206 ;0,8 ;
100 ;28905,0;2266835,747 ;1574113,847 ;137,245 ;1,1 ;
101 ;28905,0;2266836,055 ;1574113,889 ;137,228 ;1,1 ;
102 ;28907,0;2266836,511 ;1574113,982 ;137,176 ;1,2 ;
103 ;28908,0;2266836,878 ;1574114,055 ;137,203 ;1,3 ;
104 ;28909,0;2266837,276 ;1574114,128 ;137,203 ;0,9 ;
105 ;28910,0;2266838,108 ;1574114,286 ;137,189 ;0,9 ;
106 ;28912,0;2266838,681 ;1574114,357 ;137,199 ;1,3 ;
107 ;28916,0;2266840,750 ;1574114,278 ;137,184 ;1,4 ;
108 ;28918,0;2266840,906 ;1574114,210 ;137,159 ;1,8 ;
109 ;28919,0;2266841,143 ;1574114,197 ;137,135 ;1,8 ;
110 ;28919,0;2266841,305 ;1574114,149 ;137,131 ;1,8 ;
111 ;28920,0;2266841,521 ;1574114,088 ;137,183 ;1,8 ;
112 ;28922,0;2266841,679 ;1574114,042 ;137,151 ;1,9 ;
113 ;28923,0;2266841,753 ;1574114,019 ;137,151 ;1,9 ;
114 ;28924,0;2266841,780 ;1574113,980 ;137,168 ;1,9 ;
115 ;28924,0;2266841,787 ;1574113,955 ;137,171 ;1,9 ;
116 ;28925,0;2266841,818 ;1574113,934 ;137,161 ;1,8 ;
117 ;28926,0;2266841,802 ;1574113,951 ;137,188 ;1,0 ;
118 ;28927,0;2266841,717 ;1574113,967 ;137,180 ;1,4 ;
119 ;28930,0;2266841,539 ;1574114,088 ;137,189 ;1,0 ;
120 ;28931,0;2266841,523 ;1574114,095 ;137,151 ;1,8 ;
121 ;28932,0;2266841,558 ;1574114,057 ;137,185 ;1,8 ;
122 ;28933,0;2266841,624 ;1574114,001 ;137,165 ;1,8 ;
123 ;28934,0;2266841,729 ;1574113,951 ;137,181 ;1,0 ;
124 ;28935,0;2266841,851 ;1574113,911 ;137,153 ;1,3 ;
125 ;28936,0;2266841,905 ;1574113,863 ;137,199 ;1,9 ;
126 ;28937,0;2266842,021 ;1574113,812 ;137,218 ;1,8 ;
127 ;28938,0;2266842,110 ;1574113,784 ;137,211 ;1,7 ;
128 ;28939,0;2266842,198 ;1574113,735 ;137,206 ;1,7 ;
129 ;28940,0;2266842,309 ;1574113,731 ;137,262 ;1,9 ;
130 ;28941,0;2266842,455 ;1574113,757 ;137,223 ;1,9 ;
131 ;28942,0;2266842,595 ;1574113,806 ;137,224 ;1,8 ;
132 ;28943,0;2266842,715 ;1574113,865 ;137,183 ;1,9 ;
133 ;28944,0;2266842,826 ;1574113,918 ;137,245 ;1,9 ;
134 ;28945,0;2266842,892 ;1574113,957 ;137,182 ;1,2 ;
135 ;28946,0;2266842,976 ;1574114,014 ;137,181 ;1,9 ;
136 ;28947,0;2266842,985 ;1574114,031 ;137,199 ;1,3 ;
137 ;28948,0;2266843,050 ;1574114,078 ;137,185 ;1,6 ;
138 ;28949,0;2266843,142 ;1574114,131 ;137,196 ;1,3 ;
139 ;28950,0;2266843,202 ;1574114,192 ;137,198 ;1,8 ;
140 ;28951,0;2266843,264 ;1574114,261 ;137,224 ;1,8 ;
141 ;28952,0;2266843,298 ;1574114,339 ;137,219 ;1,8 ;
142 ;28952,0;2266843,343 ;1574114,425 ;137,218 ;1,8 ;
143 ;28954,0;2266843,361 ;1574114,522 ;137,186 ;1,2 ;
144 ;28955,0;2266843,385 ;1574114,628 ;137,197 ;0,7 ;
145 ;28956,0;2266843,413 ;1574114,785 ;137,194 ;0,6 ;
146 ;28956,0;2266843,383 ;1574114,942 ;137,202 ;0,6 ;
147 ;28957,0;2266843,324 ;1574115,060 ;137,169 ;0,9 ;
148 ;28958,0;2266843,271 ;1574115,142 ;137,198 ;0,9 ;
149 ;28959,0;2266843,224 ;1574115,238 ;137,214 ;0,7 ;
150 ;28961,0;2266843,183 ;1574115,302 ;137,190 ;0,7 ;
151 ;28962,0;2266843,130 ;1574115,345 ;137,189 ;0,8 ;
152 ;28963,0;2266843,099 ;1574115,371 ;137,213 ;0,7 ;
153 ;28964,0;2266843,059 ;1574115,399 ;137,220 ;0,6 ;
154 ;28965,0;2266843,039 ;1574115,409 ;137,191 ;0,6 ;
155 ;28965,0;2266843,014 ;1574115,420 ;137,193 ;0,6 ;
156 ;28967,0;2266843,001 ;1574115,425 ;137,199 ;0,6 ;
157 ;28968,0;2266842,984 ;1574115,439 ;137,201 ;0,7 ;
158 ;28969,0;2266843,015 ;1574115,460 ;137,200 ;0,6 ;
159 ;28969,0;2266843,040 ;1574115,481 ;137,208 ;0,6 ;
160 ;28970,0;2266843,104 ;1574115,505 ;137,187 ;0,6 ;
161 ;28971,0;2266843,208 ;1574115,575 ;137,189 ;1,4 ;
162 ;28972,0;2266843,361 ;1574115,701 ;137,215 ;1,4 ;
163 ;28973,0;2266843,506 ;1574115,804 ;137,151 ;0,8 ;
164 ;28974,0;2266843,700 ;1574115,914 ;137,185 ;0,6 ;
165 ;28975,0;2266843,820 ;1574115,990 ;137,206 ;1,2 ;
166 ;28976,0;2266843,864 ;1574116,021 ;137,175 ;0,9 ;
167 ;28979,0;2266843,891 ;1574116,110 ;137,206 ;0,8 ;
168 ;28980,0;2266843,880 ;1574116,147 ;137,192 ;0,9 ;
169 ;28980,0;2266843,861 ;1574116,161 ;137,187 ;0,9 ;
170 ;28982,0;2266843,959 ;1574116,161 ;137,226 ;0,8 ;
171 ;28983,0;2266844,100 ;1574116,073 ;137,214 ;0,8 ;
172 ;28984,0;2266844,031 ;1574116,052 ;137,235 ;0,8 ;
173 ;28985,0;2266844,101 ;1574116,007 ;137,223 ;0,9 ;
174 ;28986,0;2266844,074 ;1574116,062 ;137,223 ;1,1 ;
175 ;28986,0;2266843,994 ;1574116,178 ;137,215 ;1,1 ;
176 ;28988,0;2266844,256 ;1574116,097 ;137,207 ;1,2 ;
177 ;28989,0;2266844,533 ;1574115,966 ;137,239 ;1,3 ;
178 ;28990,0;2266844,754 ;1574115,879 ;137,218 ;1,2 ;
179 ;28990,0;2266844,910 ;1574115,824 ;137,196 ;1,2 ;
180 ;28992,0;2266845,115 ;1574115,750 ;137,219 ;1,7 ;
181 ;28993,0;2266845,283 ;1574115,702 ;137,224 ;1,2 ;
182 ;28994,0;2266845,423 ;1574115,654 ;137,207 ;1,3 ;
183 ;28994,0;2266845,540 ;1574115,621 ;137,202 ;1,3 ;
184 ;28995,0;2266845,660 ;1574115,576 ;137,211 ;1,3 ;
185 ;28996,0;2266845,775 ;1574115,546 ;137,204 ;1,8 ;
186 ;28997,0;2266845,882 ;1574115,513 ;137,224 ;1,4 ;
187 ;28998,0;2266845,989 ;1574115,497 ;137,223 ;1,3 ;
188 ;28999,0;2266846,101 ;1574115,474 ;137,177 ;1,8 ;
189 ;29002,0;2266846,429 ;1574115,420 ;137,195 ;1,4 ;
190 ;29003,0;2266846,632 ;1574115,390 ;137,227 ;1,8 ;
191 ;29004,0;2266846,840 ;1574115,350 ;137,237 ;1,8 ;
192 ;29005,0;2266847,074 ;1574115,334 ;137,213 ;1,8 ;
193 ;29005,0;2266847,285 ;1574115,325 ;137,222 ;1,8 ;
194 ;29007,0;2266847,658 ;1574115,311 ;137,204 ;1,9 ;
195 ;29008,0;2266847,997 ;1574115,290 ;137,163 ;1,0 ;
196 ;29009,0;2266848,335 ;1574115,203 ;137,228 ;1,9 ;
197 ;29010,0;2266848,679 ;1574115,115 ;137,243 ;1,4 ;
198 ;29011,0;2266849,047 ;1574115,043 ;137,189 ;1,9 ;
199 ;29012,0;2266849,413 ;1574114,929 ;137,169 ;1,6 ;
200 ;29013,0;2266849,795 ;1574114,812 ;137,208 ;2,1 ;
201 ;29014,0;2266850,179 ;1574114,680 ;137,200 ;2,3 ;
202 ;29014,0;2266850,489 ;1574114,584 ;137,185 ;2,3 ;
203 ;29016,0;2266850,963 ;1574114,429 ;137,201 ;2,4 ;
204 ;29017,0;2266851,373 ;1574114,304 ;137,192 ;2,4 ;
205 ;29018,0;2266851,806 ;1574114,199 ;137,207 ;2,4 ;
206 ;29019,0;2266852,274 ;1574114,109 ;137,178 ;2,5 ;
207 ;29020,0;2266852,761 ;1574114,060 ;137,202 ;2,5 ;
208 ;29021,0;2266853,271 ;1574114,055 ;137,184 ;2,5 ;
210 ;29023,0;2266854,282 ;1574114,103 ;137,203 ;2,6 ;
211 ;29023,0;2266854,665 ;1574114,152 ;137,207 ;2,6 ;
212 ;29024,0;2266855,116 ;1574114,220 ;137,207 ;2,7 ;
213 ;29025,0;2266855,569 ;1574114,295 ;137,201 ;2,7 ;
214 ;29026,0;2266856,020 ;1574114,392 ;137,189 ;2,7 ;
215 ;29029,0;2266857,021 ;1574114,624 ;137,206 ;2,6 ;
