1350844.723974085,7223723.336979626,38.8175000458,None,6327249.77477,-1.58046550333e-07
1350850.678536965,7223727.288661195,38.7650000458,None,6332641.12141,-1.5791199609e-07
1350853.6808375851,7223729.239491335,38.735500045799995,None,6345359.78312,-1.57595476723e-07
1350855.8324863552,7223730.640087335,38.7735000458,None,6340915.96086,-1.57705922326e-07
1350857.583828375,7223731.790576905,38.7795000458,None,6302326.63216,-1.58671560261e-07
1350860.5360906501,7223733.841449615,38.7698500458,None,6303212.06785,-1.58649271076e-07
1350862.4375477051,7223735.091981759,38.768500045799996,None,6332605.48135,-1.57912884822e-07
1350865.389809975,7223737.042811895,38.7575000458,None,6285865.27508,-1.59087087654e-07
1350867.24122869,7223738.443407895,38.7660000458,None,6303784.81966,-1.58634856457e-07
1350868.0918805301,7223738.84357818,38.7160000458,None,6286590.83871,-1.590687267e-07
1350869.4429158,7223739.944046465,38.7250000458,None,6172103.14613,-1.62019327338e-07
1350871.044142795,7223741.14455732,38.7300000458,None,6262585.99187,-1.5967844614e-07
1350872.745446475,7223742.29504689,38.7245000458,None,6264537.44702,-1.59628704985e-07
1350874.4967884999,7223743.59560032,38.6946000458,None,6242202.48395,-1.60199865764e-07
1350876.59839893,7223745.09623889,38.6795000458,None,6252163.03057,-1.59944645575e-07
1350878.599932675,7223746.5468561705,38.7070000458,None,6261207.32222,-1.59713606105e-07
1350880.251198015,7223747.69734574,38.735500045799995,None,6219467.12547,-1.60785478856e-07
1350882.102616725,7223749.147963025,38.6925000458,None,6201808.44825,-1.61243290299e-07
1350883.9540354349,7223750.49853774,38.6920000458,None,6293053.20972,-1.58905378149e-07
1350885.805454145,7223751.6990485955,38.7125000458,None,6262203.02204,-1.59688211398e-07
1350887.606834515,7223753.09964459,38.7045000458,None,6193491.82049,-1.6145980797e-07
1350889.608368255,7223754.6002831645,38.6825000458,None,6192945.52439,-1.61474050767e-07
1350891.209595255,7223755.8508153055,38.6710000458,None,6221929.7819,-1.60721839534e-07
1350893.111052305,7223757.201390015,38.6420000458,None,6220466.03502,-1.60759659223e-07
1350894.912432675,7223758.601986015,38.6821000458,None,6162807.97603,-1.62263696012e-07
1350896.613736355,7223759.952560725,38.6491000458,None,6159692.33239,-1.62345770866e-07
1350898.2149633449,7223761.20309287,38.6521000458,None,6159847.30017,-1.62341686615e-07
1350900.6168038398,7223763.10390172,38.6351500458,None,6169824.63315,-1.62079160991e-07
1350902.76845261,7223764.75460415,38.5916000458,None,6196653.8269,-1.61377418835e-07
1350903.519027765,7223765.30483829,38.6291000458,None,6165691.66773,-1.62187805341e-07
1350904.820024695,7223766.355285291,38.6196000458,None,6148364.2722,-1.62644885002e-07
1350906.721481755,7223767.855923859,38.5896000458,None,6185397.9487,-1.616710854e-07
1350908.272670405,7223769.00641343,38.638600045800004,None,6163341.7706,-1.62249642681e-07
1350909.973974085,7223770.40700943,38.5996000458,None,6159279.00038,-1.62356665437e-07
1350911.57520108,7223771.60752028,38.616100045799996,None,6093385.24516,-1.64112387411e-07
1350913.3265431048,7223773.208201425,38.567100045800004,None,6102086.50852,-1.63878371538e-07
1350915.127923475,7223774.55877614,38.5571500458,None,6176601.74195,-1.61901324026e-07
1350916.679112125,7223775.80930828,38.5696000458,None,6131409.42185,-1.63094637986e-07
1350918.530530835,7223777.30994685,38.567100045800004,None,6099766.82636,-1.63940692893e-07
1350919.981642795,7223778.56047899,38.5411000458,None,6066403.56373,-1.64842313818e-07
1350921.6829464799,7223780.0110962745,38.505600045799994,None,6108354.27705,-1.63710216311e-07
1350923.434288505,7223781.411692275,38.5106500458,None,6120480.73961,-1.63385858488e-07
1350925.235668875,7223782.91233084,38.5116000458,None,6098395.65684,-1.63977553486e-07
1350926.7368191802,7223784.16286298,38.510600045800004,None,6094686.0246,-1.64077361158e-07
1350928.2880078251,7223785.463416411,38.4886000458,None,6119382.72888,-1.63415175077e-07
1350930.0393498498,7223786.86401241,38.4936000458,None,6069404.32692,-1.64760814429e-07
1350931.44042347,7223788.164565835,38.448150045800006,None,6001017.20083,-1.66638415878e-07
1350933.2418038351,7223789.765246974,38.398150045799994,None,6034268.72634,-1.65720163511e-07
1350934.7929924899,7223791.115821689,38.4406500458,None,6057660.09098,-1.65080243028e-07
1350936.544334515,7223792.61646026,38.4281000458,None,6088500.24337,-1.64244060118e-07
1350938.245638195,7223794.017056255,38.442100045800004,None,6016525.5407,-1.66208884718e-07
1350939.496596785,7223795.267588396,38.4056000458,None,6020550.95652,-1.66097755375e-07
1350941.09782378,7223796.5681418255,38.3961500458,None,6077458.44809,-1.6454246599e-07
1350942.7991274549,7223798.068780394,38.3831500458,None,6000636.97631,-1.66648974758e-07
1350944.300277765,7223799.4693763945,38.412600045800005,None,5957611.18416,-1.67852511533e-07
1350946.00158145,7223801.070057536,38.3331000458,None,6056383.15804,-1.65115048686e-07
