id,x,y,z,heading,slope,crossfall,class,nearestD_left,nearestH_left,highestD_left,highestH_left,nearestD_right,nearestH_right,highestD_right,highestH_right,class,nearestD_left,nearestH_left,highestD_left,highestH_left,nearestD_right,nearestH_right,highestD_right,highestH_right,class,nearestD_left,nearestH_left,highestD_left,highestH_left,nearestD_right,nearestH_right,highestD_right,highestH_right,class,nearestD_left,nearestH_left,highestD_left,highestH_left,nearestD_right,nearestH_right,highestD_right,highestH_right
46,1350902.418185,7223764.404455,38.760200,6098399.153205,0.030315,-0.170878,3,14.913906326,1.707499999999996,15.3402704086,1.7254999999999967,11.1666660767,1.7412999999999954,42.1048359684,11.386999999999993,4,11.7616026231,1.7364999999999924,12.4040338991,1.741499999999995,11.1532126853,1.707499999999996,42.9829326743,13.006399999999992,5,None,None,None,None,23.7066376194,6.715499999999992,23.7066376194,6.715499999999992,6,12.5684163125,1.7164999999999964,20.9311766755,2.494499999999995,None,None,None,None
47,1350903.468990,7223765.304835,38.802150,6108890.459014,-0.003303,-0.131605,3,13.5880046371,1.665549999999996,13.8584183327,1.6865499999999969,11.3670425316,1.7663499999999956,24.8401603718,6.729349999999997,4,14.0429379054,1.6835499999999968,14.0500637386,1.6885499999999922,11.1036059065,1.674449999999993,24.8715681769,6.650349999999996,5,None,None,None,None,24.8212165926,6.673549999999992,24.8212165926,6.673549999999992,6,12.60533113,1.6675499999999985,19.9787235105,2.452549999999995,None,None,None,None
48,1350904.419715,7223766.055155,38.798150,6206689.422140,-0.014801,-0.192476,3,11.9666338913,1.682549999999999,12.8660798478,1.6905500000000018,12.2659245798,1.7703500000000005,25.8685209291,6.7333500000000015,4,13.0615476038,1.6875500000000017,13.0634632781,1.6925499999999971,10.9756638574,1.7354500000000002,25.9073753673,6.654350000000001,5,None,None,None,None,25.8445226856,6.6775499999999965,25.8445226856,6.6775499999999965,6,12.6489559072,1.6715500000000034,21.8749921209,2.4475499999999997,None,None,None,None
49,1350905.920865,7223767.155625,38.770600,6144644.618525,-0.010940,-0.111939,3,10.2754124211,1.707100000000004,11.380272069,1.7181000000000068,13.7736307763,1.8559000000000054,22.6852403379,6.470900000000007,4,10.1700939599,1.7061000000000064,11.5865394403,1.7201000000000022,10.8250206347,4.310000000000002,23.5013682629,6.428900000000006,5,None,None,None,None,10.9615195133,5.792000000000002,11.1130955428,6.248000000000005,6,12.4626969291,1.7091000000000065,20.4364951139,2.4751000000000047,None,None,None,None
50,1350906.971675,7223768.106030,38.755100,6165660.767712,-0.009449,-0.110683,3,9.21371080476,1.7226,10.0854937427,1.7276000000000025,14.8923061806,1.8714000000000013,23.7902763531,6.486400000000003,4,9.11809545272,1.7216000000000022,9.11809545272,1.7216000000000022,10.9916556218,3.3355000000000032,24.6614331989,6.444400000000002,5,None,None,None,None,11.3153501188,6.201500000000003,13.9340475694,6.287599999999998,6,12.2081565955,1.715600000000002,19.4958917765,2.4906000000000006,None,None,None,None
51,1350908.272670,7223769.006415,38.740150,6229677.233718,-0.011657,-0.088461,3,None,None,None,None,16.5662180555,2.1143500000000017,25.1699787715,6.501350000000002,4,None,None,None,None,11.5566592269,3.7114499999999992,25.8785489401,6.307450000000003,5,None,None,None,None,11.5005926918,5.48545,12.3342441867,6.788449999999997,6,12.2081621904,1.7315499999999986,26.3603610097,2.5095499999999973,None,None,None,None
52,1350909.623705,7223770.056865,38.720200,6144272.993315,-0.003015,-0.148585,3,None,None,None,None,12.8862179338,1.791400000000003,26.6428238813,6.521300000000004,4,None,None,None,None,9.34800647932,2.314399999999999,14.5138617326,6.4724,5,None,None,None,None,12.7660483344,5.505400000000002,13.6838898026,6.836400000000005,6,11.867460817,1.7475000000000023,24.8949371167,2.5294999999999987,None,None,None,None
53,1350910.774585,7223771.007265,38.715700,6147396.215658,-0.021486,-0.188113,3,None,None,None,None,13.4996298654,1.9949000000000012,23.2914350229,5.355800000000002,4,None,None,None,None,9.58917649534,3.0720000000000027,15.5544910552,6.4769000000000005,5,None,None,None,None,13.9179379962,5.509999999999998,14.8121051919,6.840900000000005,6,11.811207664,1.7629999999999981,23.6689546604,2.533999999999999,None,None,None,None
54,1350911.575200,7223771.607520,38.694200,6139858.370887,-0.011900,-0.163228,3,None,None,None,None,14.1459030475,2.236399999999996,24.1431384794,5.377299999999998,4,None,None,None,None,10.2431782802,2.8604999999999947,16.3217771488,6.498399999999997,5,None,None,None,None,14.7487257148,5.531499999999994,15.6299800109,6.862400000000001,6,11.712006901,1.7774999999999963,22.837274576,2.555499999999995,None,None,None,None
55,1350912.776120,7223772.607945,38.675600,6098395.830801,0.032661,-0.189584,3,None,None,None,None,13.4684512569,2.1170000000000044,25.4544045681,5.395900000000005,4,None,None,None,None,10.9189504303,2.111000000000004,17.5192053368,6.517000000000003,5,None,None,None,None,16.0438112326,5.5501000000000005,16.903787799,6.881000000000007,6,11.7120062388,1.795100000000005,21.6166278836,2.5741000000000014,None,None,None,None
56,1350913.977045,7223773.608375,38.726650,6098398.645528,-0.026199,-0.113010,3,None,None,None,None,11.9104286625,1.8859500000000011,28.6951856054,3.755049999999997,4,None,None,None,None,11.3405911535,2.0680499999999995,18.7704827234,6.465949999999999,5,None,None,None,None,17.5992221068,5.7470500000000015,18.6505297494,6.645949999999999,6,11.6991775782,1.742049999999999,25.6394570692,2.5310500000000005,None,None,None,None
57,1350915.177965,7223774.608795,38.685700,6142349.022166,-0.004240,-0.180765,3,None,None,None,None,12.122121585,1.789999999999992,16.2688200194,4.519999999999996,4,None,None,None,None,11.8112089765,2.086999999999996,20.0655276931,6.506899999999995,5,None,None,None,None,None,None,None,None,6,11.5998752834,1.7819999999999965,39.2825310672,5.154999999999994,None,None,None,None
58,1350916.228770,7223775.409135,38.680100,6124049.508515,-0.014032,-0.063602,3,None,None,None,None,12.6549937842,1.8725999999999985,19.0640188565,4.890499999999996,4,None,None,None,None,12.512554693,2.6805999999999983,20.7688717788,6.427499999999995,5,None,None,None,None,None,None,None,None,6,11.3516874598,1.7875999999999976,38.1397368273,5.160599999999995,None,None,None,None
