id,x,y,z,heading,slope,crossfall,class,nearestD_left,nearestH_left,highestD_left,highestH_left,nearestD_right,nearestH_right,highestD_right,highestH_right,class,nearestD_left,nearestH_left,highestD_left,highestH_left,nearestD_right,nearestH_right,highestD_right,highestH_right,class,nearestD_left,nearestH_left,highestD_left,highestH_left,nearestD_right,nearestH_right,highestD_right,highestH_right,class,nearestD_left,nearestH_left,highestD_left,highestH_left,nearestD_right,nearestH_right,highestD_right,highestH_right
59,1350917.579800,7223776.559625,38.655200,6070402.962238,0.014453,-0.210832,3,None,None,None,None,13.8283240861,2.112400000000001,19.9061411653,5.255400000000002,4,None,None,None,None,13.81058,2.7055000000000007,22.1678005833,6.452399999999997,5,None,None,None,None,None,None,None,None,6,11.5070088986,1.8234999999999957,36.6768772992,5.1854999999999976,None,None,None,None
60,1350918.630605,7223777.460010,38.675200,6130551.035636,-0.018965,-0.170117,3,None,None,None,None,14.8613850002,1.8544000000000054,20.8899542892,5.235400000000006,4,None,None,None,None,14.8627319202,2.1935000000000002,23.2918391026,6.432400000000001,5,None,None,None,None,None,None,None,None,6,11.3581933994,1.8075000000000045,35.5583401267,5.1655000000000015,None,None,None,None
61,1350919.681415,7223778.260350,38.650150,6162707.116974,-0.006991,-0.183102,3,None,None,None,None,15.9323097458,1.8794499999999985,21.9177083446,5.260449999999999,4,None,None,None,None,15.9200552689,2.1985499999999973,24.429236511,6.457449999999994,5,None,None,None,None,None,None,None,None,6,11.3085939935,1.8205499999999972,34.4635673154,5.190549999999995,None,None,None,None
62,1350920.732220,7223779.110710,38.640700,6025279.496099,0.016925,-0.185633,3,None,None,None,None,17.0431270458,1.8888999999999996,22.9768035383,5.2699,4,None,None,None,None,15.6107418871,4.663899999999998,23.0980139157,6.3429,5,None,None,None,None,None,None,None,None,6,11.4509534565,1.8329999999999984,33.3840029493,5.199999999999996,None,None,None,None
63,1350921.883100,7223780.211180,38.667650,6015076.649441,-0.000918,-0.114472,3,None,None,None,None,15.8879729775,1.8689499999999981,24.1819388815,5.24295,4,None,None,None,None,15.2126584024,5.048049999999996,19.6088373392,7.390049999999995,5,None,None,None,None,16.1839423987,7.571950000000001,18.2926408387,7.986049999999999,6,11.1903098142,1.8010499999999965,32.2265922897,5.173049999999996,None,None,None,None
64,1350923.134055,7223781.261630,38.666150,6153720.321540,-0.020650,-0.127105,3,None,None,None,None,16.3410409427,1.8634500000000074,25.5236145097,5.244450000000008,4,None,None,None,None,14.8478382858,4.125550000000004,20.8826343618,7.622450000000008,5,None,None,None,None,15.1938552474,7.307450000000003,16.834863661,8.786550000000005,6,11.2340912405,1.8095500000000015,31.0053856646,5.1745500000000035,None,None,None,None
65,1350924.284940,7223782.111990,38.636600,6096704.030573,-0.072342,-0.149248,3,None,None,None,None,17.4294976997,1.8930000000000078,26.7705283907,5.274000000000008,4,None,None,None,None,15.323838409,5.190000000000005,22.749751942,7.676000000000002,5,None,None,None,None,14.7686702953,7.295000000000009,18.8741653782,9.277000000000008,6,10.8060196088,1.846100000000007,29.9076779947,5.204100000000004,None,None,None,None
66,1350925.535895,7223783.262480,38.513650,6107990.393946,0.056899,-0.101336,3,None,None,None,None,18.6685844101,2.0159500000000037,33.6781825285,4.4219500000000025,4,None,None,None,None,15.6039222505,5.635950000000001,24.0320971674,7.802950000000003,5,None,None,None,None,15.3205321803,6.0680499999999995,20.4447478548,10.27095,6,11.2590083977,1.9570500000000024,38.2569007165,15.21405,None,None,None,None
67,1350926.536665,7223783.962775,38.583150,6114474.849832,0.013230,-0.160737,3,None,None,None,None,19.695832165,1.9464500000000058,34.6778737633,4.352450000000005,4,None,None,None,None,13.8912093197,4.161450000000002,24.957637236,7.733450000000005,5,None,None,None,None,14.0895032756,5.936450000000001,19.5663877098,10.72455,6,11.1468172892,1.89555,37.1836018849,15.144550000000002,None,None,None,None
68,1350927.737585,7223785.063245,38.604700,6070259.414151,0.009794,-0.187201,3,None,None,None,None,17.7268122512,1.9228999999999985,35.9048229883,4.3309,4,None,None,None,None,13.5551566707,5.413899999999998,25.5236150583,7.850999999999999,5,None,None,None,None,12.3281875828,6.747900000000001,21.9874852178,10.813899999999997,6,10.9482824296,1.8629999999999995,35.886907327,15.122999999999998,None,None,None,None
69,1350928.938505,7223786.013650,38.619700,6085076.566611,-0.012704,-0.158924,3,None,None,None,None,18.3575307975,1.924900000000001,37.1528741809,4.315899999999999,4,None,None,None,None,13.5869607905,4.203899999999997,26.6347365004,7.8359999999999985,5,None,None,None,None,13.3939963945,6.847899999999996,17.9458652079,11.3609,6,10.842687619,1.8559999999999945,34.6259935612,15.107999999999997,None,None,None,None
70,1350929.989310,7223786.964055,38.601700,5993180.021277,-0.055867,-0.182620,3,None,None,None,None,19.3357749312,1.9429000000000016,38.2718786158,4.3339,4,None,None,None,None,14.0399259715,4.765900000000002,23.6962956863,7.893000000000001,5,None,None,None,None,14.0908644353,8.137900000000002,18.8823884192,11.378900000000002,6,10.7994179359,1.8669999999999973,38.1452870189,15.906999999999996,None,None,None,None
71,1350931.190230,7223788.064525,38.510700,6048505.775359,0.042506,-0.077134,3,None,None,None,None,20.5166956676,2.0339000000000027,39.5757048695,4.424900000000001,4,None,None,None,None,15.0677329267,4.486899999999999,22.2342240548,7.991900000000001,5,None,None,None,None,14.5633730186,6.671999999999997,20.0215896062,11.469900000000003,6,10.985616105,1.9620000000000033,36.8248257094,15.997999999999998,None,None,None,None
72,1350932.291075,7223788.964905,38.571150,6186841.493949,-0.011578,-0.211575,3,None,None,None,None,21.6445583373,1.9734500000000068,40.7771805811,4.364450000000005,4,None,None,None,None,16.1173137163,4.426450000000003,23.8340753816,8.166450000000005,5,None,None,None,None,14.0399223715,6.354450000000007,21.1199763491,11.409450000000007,6,10.7994129782,1.8965500000000048,35.6454889252,15.937550000000002,None,None,None,None
73,1350933.341885,7223789.715225,38.556200,6085693.582940,0.012246,-0.156814,3,None,None,None,None,22.7428075335,1.9884000000000057,41.9067057801,4.378400000000006,4,None,None,None,None,13.3287669595,2.3994,24.7903710236,8.181400000000004,5,None,None,None,None,14.9527886478,5.848400000000005,22.1968304735,11.424400000000006,6,10.6441162947,1.9135000000000062,34.5434454938,15.9525,None,None,None,None
74,1350934.492765,7223790.815695,38.575700,5988640.009164,0.007208,-0.216908,3,None,None,None,None,24.0003995244,1.968900000000005,24.5093127087,1.9999000000000038,4,None,None,None,None,14.4132151343,2.3798999999999992,25.8550836448,8.161900000000003,5,None,None,None,None,14.8400582986,6.297900000000006,19.906136592,12.447900000000004,6,10.8060139829,1.899000000000001,33.3420862833,15.933,None,None,None,None
75,1350935.693685,7223791.866140,38.587200,6056967.738162,-0.015610,-0.230229,3,None,None,None,None,15.0448045033,1.9223999999999961,15.0448045033,1.9223999999999961,4,None,None,None,None,14.053825154,6.074399999999997,22.6446216388,8.155499999999996,5,28.502064486,8.654399999999995,28.502064486,8.654399999999995,14.0399316021,7.0764,20.9850554041,12.436399999999999,6,10.7994136271,1.8844999999999956,32.1246150001,15.921499999999995,None,None,None,None
76,1350936.694450,7223792.716500,38.566700,6093533.369997,-0.031824,-0.194625,3,None,None,None,None,16.0129732265,1.9429000000000016,16.0129732265,1.9429000000000016,4,None,None,None,None,14.4301519727,5.468900000000005,23.535666194,8.176000000000002,5,27.4219066349,8.674900000000001,27.4219066349,8.674900000000001,14.6553305124,7.317,18.3068604334,12.818000000000005,6,10.6937580589,1.9030000000000058,31.1354645213,15.942,None,None,None,None
77,1350937.845330,7223793.666905,38.519200,6024009.097332,0.023988,-0.141847,3,None,None,None,None,17.1818000813,1.990400000000001,17.1818000813,1.990400000000001,4,None,None,None,None,14.3870505011,5.5794,25.3596406884,8.935500000000005,5,26.2075124108,8.7224,26.2075124108,8.7224,11.6691660785,6.203400000000002,19.1159179525,13.364400000000003,6,10.8490372579,1.951500000000003,30.0270159225,15.9895,None,None,None,None
78,1350938.946175,7223794.717355,38.555700,5967273.768966,-0.009211,-0.240272,3,None,None,None,None,14.110531285,1.9159000000000006,18.3575302934,1.9538999999999973,4,27.9974557656,2.336999999999996,28.122711366,2.6799999999999997,12.7315428569,5.847000000000001,26.3500679539,8.899000000000001,5,25.0716601414,8.685899999999997,25.0716601414,8.685899999999997,10.6572817316,6.012999999999998,24.0625316626,14.916899999999998,6,10.842688242,1.911999999999999,29.0125667426,15.952999999999996,None,None,None,None
79,1350939.996980,7223795.667760,38.542650,6093851.051486,-0.047842,-0.198308,3,None,None,None,None,15.0517828337,1.9289500000000004,19.5168687155,1.966949999999997,4,22.4799725028,5.3380499999999955,22.5675814473,5.344049999999996,11.5070095507,5.427050000000001,27.3430941319,8.91205,5,24.0259095769,8.698949999999996,24.0259095769,8.698949999999996,11.0971799834,7.393949999999997,25.007494581,14.929949999999998,6,10.7994185843,1.9260499999999965,28.0798532966,15.966049999999996,None,None,None,None
80,1350941.097820,7223796.518120,38.476100,6047655.218705,0.047562,-0.088610,3,None,None,None,None,16.1142810972,1.995500000000007,16.1142810972,1.995500000000007,4,21.29683338,5.404600000000002,21.3881153111,5.410600000000002,11.9971428913,5.0105000000000075,28.4228804551,8.978600000000007,5,22.963434262,8.765500000000003,22.963434262,8.765500000000003,11.2162177604,6.447500000000005,25.8772557769,15.059600000000003,6,10.284144038,3.083500000000008,30.7353157906,15.639500000000005,None,None,None,None
81,1350942.298745,7223797.668610,38.555200,5906778.431472,-0.090338,-0.149111,3,15.8265954172,4.168500000000002,16.2126627671,4.589399999999998,17.3366614173,1.916400000000003,17.3366614173,1.916400000000003,4,16.3611387523,4.125500000000002,20.1243691254,5.331499999999998,12.301230423,4.674399999999999,24.925387615,8.927500000000002,5,21.8718641935,8.686399999999999,24.7777153771,10.5734,11.1843880388,8.894399999999997,27.1655142433,15.284399999999998,6,10.3896164335,3.0465000000000018,29.5903495692,15.560400000000001,None,None,None,None
82,1350943.199435,7223798.568990,38.440150,6031264.276636,0.045653,-0.067814,3,14.4789467282,4.031549999999996,15.2382791023,4.704449999999994,18.3027564403,2.0314499999999995,18.3027564403,2.0314499999999995,4,14.1018747587,4.399549999999998,15.4172630941,5.752549999999999,13.1237796371,4.789449999999995,25.7227565881,9.042549999999999,5,15.3426806188,5.6875499999999946,23.7942199702,10.688449999999996,11.8318459288,9.02845,27.9860211069,15.399449999999995,6,10.4889167174,3.1575500000000005,28.768599178,15.675449999999998,None,None,None,None
83,1350944.550470,7223799.669465,38.519700,6003621.193283,-0.035551,-0.194251,3,13.0634580496,3.951999999999998,13.8620640884,4.624899999999997,None,None,None,None,4,12.1650084188,3.6700000000000017,15.6545782315,6.680999999999997,14.4697287401,4.7098999999999975,26.997374919,8.963000000000001,5,13.7131197352,5.446899999999999,22.3814541056,10.608899999999998,12.7483296748,7.429000000000002,29.2833689016,15.319899999999997,6,10.4392702976,3.0619999999999976,24.3034234062,15.317999999999998,None,None,None,None
84,1350945.451155,7223800.619865,38.473150,5981429.793155,0.056962,-0.016568,3,12.171768278,3.7355500000000035,13.0109004663,4.67145,13.4938163747,2.0084500000000034,13.6009399634,2.121450000000003,4,11.1774866256,3.716550000000005,14.070053026,7.763550000000002,12.8029407851,2.0694500000000033,27.8724771422,9.009550000000004,5,12.5325401907,5.525550000000003,21.4669795214,10.655450000000002,13.190494142,8.355450000000005,30.1734881693,15.36645,6,10.5448627575,3.108550000000001,23.4760782471,15.364550000000001,None,None,None,None
85,1350946.501965,7223801.470225,38.550150,6087552.902924,-0.027182,-0.137874,3,11.1964624711,3.6585500000000053,12.6246656352,4.513550000000002,13.0962255902,1.9544500000000014,14.1390874138,2.1464500000000015,4,10.1077450002,3.5725500000000068,12.9412550421,7.686550000000004,13.8120343196,1.9924500000000052,28.9283932209,8.932550000000006,5,11.4197056671,5.4485500000000044,20.440142146,10.578450000000004,13.9541165162,8.293450000000007,31.2399478645,15.289450000000002,6,10.4889173375,3.0085500000000067,22.53156298,15.287550000000003,None,None,None,None
86,1350947.652845,7223802.470655,38.508700,6020106.709691,-0.016718,-0.210973,3,10.6623897971,2.1069999999999993,12.462696929,3.0349000000000004,13.4140631992,1.981900000000003,15.1883265224,2.187899999999999,4,9.01256238867,3.6140000000000043,11.7594405809,7.7280000000000015,14.9778452399,2.103900000000003,30.115614356,8.974000000000004,5,10.2598161956,5.550900000000006,19.36839155,10.619900000000001,15.0618672665,8.334900000000005,32.4365753358,15.3309,6,20.5186060237,8.728000000000002,20.8548179009,13.810900000000004,None,None,None,None
87,1350948.803730,7223803.521100,38.482650,6023125.809084,-0.007907,-0.236684,3,11.248811046,3.012050000000002,12.5188157958,3.1450499999999977,13.3391414281,2.0669499999999985,16.9144422765,2.804949999999998,4,8.1617339286,4.413049999999998,10.6703350153,7.754049999999999,16.2071870807,2.129950000000001,31.3362776175,9.000050000000002,5,9.8534518093,6.126049999999999,15.7594337426,8.903950000000002,13.2264332519,8.061950000000003,33.6642588165,15.356949999999998,6,None,None,None,None,None,None,None,None
88,1350949.904575,7223804.471505,38.471150,5960057.556845,0.004122,-0.173876,3,10.1077449999,3.02355,11.3303273195,3.1565499999999957,13.1480990699,2.0695499999999996,29.2977468217,5.905449999999995,4,7.53834339168,3.76455,10.1910721855,7.664549999999998,15.9786565996,3.460549999999998,32.5247925921,9.01155,5,9.38423209591,6.653449999999999,14.5692793868,8.986449999999998,13.4475397661,7.873449999999998,34.8570017215,15.368449999999996,6,None,None,None,None,None,None,None,None
89,1350951.105490,7223805.672015,38.478150,5904723.638276,-0.027276,-0.207926,3,10.1201198169,3.149549999999998,10.1201198169,3.149549999999998,13.1480941223,2.002450000000003,30.3891707416,5.898449999999997,4,7.11670933287,4.085450000000002,10.6875565686,7.0225500000000025,15.0586920487,4.622450000000001,27.9672809658,9.860550000000003,5,9.89337616081,6.232550000000003,13.3105759846,8.97945,14.6115325076,7.8424499999999995,36.0898483905,15.327449999999999,6,None,None,None,None,None,None,None,None
90,1350951.856070,7223806.372310,38.450150,6014644.428226,0.020088,-0.215352,3,9.43386742901,3.1775499999999965,9.43386742901,3.1775499999999965,13.3687817606,2.0344499999999996,31.1010148424,5.9264499999999956,4,6.80241617693,3.8085499999999968,10.6623849398,6.606549999999999,14.9954777674,5.0484500000000025,28.6295689063,9.888550000000002,5,9.41049789245,6.10145,12.5739554081,9.007449999999999,15.3826045145,7.870449999999998,27.6669788455,15.188449999999996,6,None,None,None,None,None,None,None,None
91,1350953.056985,7223807.422760,38.482200,5994511.106387,0.007237,-0.166660,3,14.5804837458,2.6144999999999996,14.9856113349,2.8155,14.3924196636,1.9924000000000035,32.2756940875,5.894399999999997,4,7.70294625648,4.378399999999999,16.0073238891,6.756500000000003,14.9171908263,4.849499999999999,29.7367943812,9.856500000000004,5,8.60917496809,6.134500000000003,11.5632305223,8.694400000000002,16.3324796,7.498400000000004,28.9665782676,15.156399999999998,6,24.4989139824,3.1174000000000035,24.9213072348,3.3404999999999987,None,None,None,None
92,1350954.107795,7223808.423185,38.492700,6025145.529062,-0.049903,-0.111599,3,13.5126697856,2.603999999999999,14.93926698,3.024000000000001,15.3711834789,2.0319000000000003,30.0335801921,7.329000000000001,4,7.86361973666,5.433,15.0814311734,7.006999999999998,14.6416701903,4.948900000000002,30.7382414436,9.846000000000004,5,8.16172954484,5.916899999999998,10.1434525491,8.335,15.4763053446,6.880900000000004,30.1244174403,15.1079,6,23.3365114105,3.106900000000003,23.7827023985,3.3299999999999983,None,None,None,None
93,1350955.308715,7223809.423615,38.414700,5973173.120778,0.025324,-0.136195,3,12.3727938562,2.681999999999995,13.6435676547,3.1019999999999968,14.9144676402,2.072899999999997,31.128486149,7.4069999999999965,4,7.76429272594,4.815999999999995,13.8179204144,7.084999999999994,14.0467903424,5.207899999999995,31.924504194,9.924,5,8.36056033866,6.020999999999994,14.1179944222,7.423899999999996,15.435509285,7.704899999999995,30.6339227457,15.183899999999994,6,20.5010021741,3.0208999999999975,22.5297524473,3.407999999999994,None,None,None,None
94,1350956.259445,7223810.424035,38.449650,5908219.190659,-0.025785,-0.158994,3,12.5597245846,2.511949999999999,12.6597937973,3.067050000000002,15.7799338134,2.037950000000002,32.0120841549,7.3720500000000015,4,7.8024218336,4.790950000000002,12.8716210779,7.050049999999999,13.6009498602,4.454950000000004,32.891972896,9.889050000000005,5,10.6441162947,5.7100500000000025,14.4929024633,7.981050000000003,14.5920778705,7.2370500000000035,31.4901746352,14.830950000000001,6,19.2345314079,2.91695,21.5679751735,3.373049999999999,None,None,None,None
95,1350957.460365,7223811.524505,38.407650,5973031.976575,0.001284,-0.206812,3,11.4168207052,2.5539500000000004,11.516385728,3.1090500000000034,16.9666184065,2.0799500000000037,33.1784794629,7.414050000000003,4,8.98043919893,4.412050000000001,13.3752315373,7.08605,13.6009498601,5.275950000000002,34.1439313618,9.931050000000006,5,9.36050689582,5.752050000000004,15.8949393383,8.51905,14.7775917131,7.365950000000005,34.2216823,14.801950000000005,6,17.8193067543,3.005050000000004,20.410338553,3.415050000000001,None,None,None,None
96,1350958.311015,7223812.324850,38.409150,5869958.736682,-0.045098,-0.205840,3,11.4013245926,2.7404499999999956,12.98034777,2.911449999999995,17.8507683786,2.0784499999999966,34.0278765858,7.412549999999996,4,8.55944370913,5.314449999999994,12.4458456724,7.084549999999993,13.5373875688,5.204449999999994,35.0512317754,9.929549999999999,5,8.52429243397,5.750549999999997,14.9637702738,8.517549999999993,15.2244995919,7.333549999999995,34.568440246,14.241449999999993,6,16.2071821097,5.660449999999997,16.2423437086,5.961449999999999,None,None,None,None
97,1350959.461895,7223813.525360,38.334150,5932437.757936,0.053667,-0.019709,3,10.8426888648,2.728449999999995,11.477221125,3.205449999999999,13.8367939954,2.141449999999999,35.2111162775,7.487549999999999,4,8.05757262679,3.7114499999999992,12.469219413,7.305549999999997,13.7598370088,5.494549999999997,36.3157495156,10.004550000000002,5,8.68909141553,5.682449999999996,13.7606359118,8.592549999999996,13.4028994443,7.733449999999998,20.5681873357,11.332549999999998,6,14.9715793421,5.73545,14.9856113347,6.036450000000002,None,None,None,None
98,1350960.562735,7223814.475760,38.412200,6083582.017154,-0.029814,-0.177545,3,10.339983108,3.1754999999999995,10.339983108,3.1754999999999995,14.8698007438,2.0634000000000015,36.3639067096,7.409500000000001,4,7.31121792951,3.727499999999999,11.2803937057,7.227499999999999,13.8652472474,6.292400000000001,37.5269487916,9.926500000000004,5,8.72630298273,6.314399999999999,12.6916828999,8.514499999999998,14.0042868044,6.9664,21.5945834596,11.2545,6,13.860986018,5.958400000000005,13.860986018,5.958400000000005,None,None,None,None
99,1350961.713620,7223815.426165,38.367700,5971027.468029,0.016852,-0.150592,3,9.11370908266,3.219999999999999,9.11810069354,3.2820000000000036,16.018597507,2.1079000000000008,37.5874805912,7.454000000000001,4,7.35492433617,3.288000000000004,10.1108438111,7.2719999999999985,13.5240692668,4.963999999999999,25.3195754246,9.2239,5,9.71066135053,6.942900000000002,10.4177119953,8.114899999999999,14.7408490399,6.962899999999998,21.2579556729,11.437899999999999,6,12.7530751414,6.002900000000004,12.7530751414,6.002900000000004,None,None,None,None
100,1350962.714385,7223816.476615,38.392150,5906314.952469,0.001977,-0.202889,3,8.12840868131,3.257550000000002,8.12840868131,3.257550000000002,17.0790894175,2.083449999999999,38.6922405876,7.429549999999999,4,7.65894373903,5.127449999999996,8.76396255914,7.2185500000000005,13.8282573718,5.111449999999998,26.4271098002,9.199449999999999,5,8.96283335569,7.17445,9.89337120416,7.742550000000001,14.9596022845,6.610549999999996,20.7792384534,11.55545,6,12.3138353889,5.091450000000002,12.6986450784,5.394550000000002,None,None,None,None
101,1350964.015385,7223817.677125,38.395650,5907719.991100,0.013079,-0.149621,3,13.4106481788,2.9330500000000015,13.4106481788,2.9330500000000015,20.8052324407,4.890050000000002,40.1375872566,7.426050000000004,4,7.34930407749,4.127050000000004,9.47135307802,6.085950000000004,13.9407789486,6.485050000000001,28.6171851541,9.04195,5,8.86338579067,5.937950000000001,9.58278165961,6.955950000000001,13.9547726165,7.3450500000000005,21.9615019848,11.551950000000005,6,12.2019033935,2.9630500000000026,19.1532907976,3.4430500000000066,None,None,None,None
102,1350964.966115,7223818.677550,38.413700,5943737.200238,-0.035789,-0.176802,3,12.5080492415,2.914999999999999,12.5080492415,2.914999999999999,20.0480267265,4.261000000000003,39.4473407468,7.32,4,8.11805492813,3.7759,8.92489074209,5.072900000000004,13.4947752079,4.780900000000003,22.0209161357,9.219999999999999,5,None,None,None,None,13.9903539642,6.953000000000003,20.2599590154,11.648899999999998,6,12.1650041204,2.9369999999999976,19.0166390166,3.416000000000004,None,None,None,None
103,1350965.966880,7223819.527915,38.366700,6004509.639294,-0.021022,-0.088657,3,11.860812709,2.8739999999999952,12.412902055,2.958999999999996,19.5454724166,4.488999999999997,40.5037194662,7.366999999999997,4,12.1049050012,2.1030000000000015,13.3610827542,2.9669999999999987,13.3752364945,5.106000000000002,22.9344408914,9.266999999999996,5,None,None,None,None,13.4878248052,6.033899999999996,21.156275019,11.695899999999995,6,12.0592731891,2.9570000000000007,19.911077783,3.461999999999996,None,None,None,None
104,1350967.017685,7223820.528335,38.336200,5872831.288674,0.021666,-0.114960,3,11.9971472504,2.890500000000003,12.6383050699,2.9834999999999994,20.4822700831,4.519500000000001,41.6392440655,7.397500000000001,4,11.811207664,2.887500000000003,12.3630823729,2.9975000000000023,13.7356874896,2.615400000000001,23.9300910654,9.2975,5,None,None,None,None,13.8670867822,6.241399999999999,22.1373558899,11.726399999999998,6,12.009654,2.9735000000000014,18.9607328256,3.4924999999999997,None,None,None,None
105,1350968.118530,7223821.678825,38.370700,5935869.137907,-0.031784,-0.163951,3,11.9040147556,2.854999999999997,14.6604366137,2.884999999999998,20.2959591496,4.313000000000002,42.8618142431,7.3629999999999995,4,11.8918177018,2.832900000000002,13.611900631,2.950000000000003,13.7567156516,2.5208999999999975,25.022369982,9.262999999999998,5,None,None,None,None,14.8386920574,5.852899999999998,23.2186521249,11.691899999999997,6,11.9170391605,2.9470000000000027,20.3355127196,3.436,None,None,None,None
106,1350969.069260,7223822.479165,38.331200,5941370.166303,0.008271,-0.132435,3,11.7551075771,2.8924999999999983,13.6663301823,2.9244999999999948,13.8062254562,2.5773999999999972,43.9094612125,7.402499999999996,4,11.9301910688,2.886499999999998,12.6739224455,2.9894999999999996,13.3818757209,2.5944000000000003,25.9976329357,9.302499999999995,5,None,None,None,None,15.7623974994,5.892399999999995,24.1892167954,11.731399999999994,6,11.8674545138,2.9634999999999962,19.4393799735,3.4754999999999967,None,None,None,None
107,1350970.070025,7223823.529615,38.343200,5843629.929748,0.004122,-0.190554,3,11.538102379,2.1374999999999957,12.6763949237,2.9124999999999943,14.2349604217,2.528499999999994,28.172695184,6.002499999999998,4,11.7616039414,2.8614999999999995,12.4957405251,2.970499999999994,11.8743109597,2.770399999999995,23.4670523664,9.589399999999998,5,None,None,None,None,16.7897659947,5.8803999999999945,25.2527027401,11.719399999999993,6,11.9474759222,2.8973999999999975,23.8161516232,3.461499999999994,None,None,None,None
108,1350971.270945,7223824.730125,38.350200,5844012.232577,-0.004929,-0.162440,3,11.7616026231,2.8895000000000053,11.7616026231,2.8895000000000053,15.3638108442,2.521500000000003,30.8815957841,7.453400000000009,4,11.8481524994,2.883500000000005,12.9646641578,2.9195000000000064,12.7716332786,2.6954000000000065,25.0319660347,9.961500000000008,5,None,None,None,None,18.0488770018,9.818400000000004,26.5698930402,11.712400000000002,6,11.860816359,2.903500000000008,22.5139963962,3.454500000000003,None,None,None,None
109,1350972.321750,7223825.830595,38.342700,5837864.783268,-0.007067,-0.202052,3,13.3102940065,2.8770000000000024,13.6127277683,2.8900000000000006,16.429722148,2.546900000000001,30.5078831392,7.620899999999999,4,11.8112040198,2.8999999999999986,11.9971522134,2.9269999999999996,11.6657693681,2.4468999999999994,26.0654570511,10.0289,5,None,None,None,None,19.0256860551,9.825899999999997,24.7505521658,11.694899999999997,6,12.0096602489,2.963000000000001,21.4192721352,3.461999999999996,None,None,None,None
110,1350973.222440,7223826.730980,38.333700,5908087.421411,0.004568,-0.158968,3,12.4386112797,2.886000000000003,14.9918408168,2.9399999999999977,17.3917843132,2.555900000000001,31.3199840635,7.629899999999999,4,11.8112033633,2.897999999999996,11.9104243556,2.9350000000000023,12.5120898327,2.4558999999999997,26.8843316621,10.0379,5,None,None,None,None,19.9153228162,9.792899999999996,25.7097627019,11.703899999999997,6,11.9971528178,2.9279999999999973,20.5230975042,3.4709999999999965,None,None,None,None
111,1350974.323285,7223827.781425,38.340650,5873313.745758,-0.086007,-0.141407,3,11.8047448491,2.8440499999999957,13.8196408452,2.9330499999999944,18.7439317211,2.9289499999999933,32.3551038501,7.622949999999996,4,11.693079555,2.257949999999994,15.1075394388,2.924049999999994,13.6339463474,2.4489499999999964,27.9328629906,10.030949999999997,5,None,None,None,None,21.0448970675,9.785949999999993,26.9115685548,11.696949999999994,6,11.9040097955,2.9090499999999935,19.4807485414,3.464049999999993,None,None,None,None
112,1350975.424125,7223828.931915,38.203700,5838537.490890,0.083624,-0.063078,3,11.5136451405,2.288899999999998,12.7263692994,3.069999999999993,17.8689092215,2.2918999999999983,33.426550684,7.759899999999995,4,10.5110309864,2.3948999999999927,13.9215429928,3.060999999999993,14.840059613,2.585899999999995,29.0243472434,10.167899999999996,5,None,None,None,None,22.2311955266,9.922899999999991,26.8834502062,11.735899999999994,6,11.9104299645,3.049999999999997,19.4849223315,3.5989999999999966,None,None,None,None
113,1350976.324815,7223829.832300,38.310200,5802422.696685,-0.059365,-0.158224,3,11.5136444671,2.177499999999995,11.9104293135,2.9634999999999962,18.603970012,2.5833999999999975,34.332463923,7.653399999999998,4,9.62934713895,2.2883999999999958,13.0146861093,2.954499999999996,20.6278572892,2.7504999999999953,29.9490449069,10.061399999999999,5,None,None,None,None,23.2323581409,9.816399999999994,28.2211726154,11.572399999999995,6,11.9971478548,2.9324999999999974,18.6891173254,3.4924999999999997,None,None,None,None
114,1350977.375625,7223830.982790,38.217700,5906314.980750,0.054429,-0.066395,3,11.867450234,2.9909999999999997,12.5918577779,2.9990000000000023,18.222716406,2.2838999999999956,35.422916852,7.745899999999999,4,11.9536528915,2.979999999999997,12.0529476855,3.046999999999997,11.7551118979,4.218899999999998,31.0666574464,10.1539,5,None,None,None,None,26.232378089,9.061999999999998,28.0440229157,11.490899999999996,6,11.9666233125,3.036999999999999,18.6327668834,3.4810000000000016,None,None,None,None
115,1350978.526505,7223831.983210,38.300700,6034624.568041,-0.052135,-0.176672,3,12.0690608165,2.9070000000000036,12.0690608165,2.9070000000000036,18.5451818033,2.2199000000000026,36.6352437433,7.6629000000000005,4,7.54830459347,3.517000000000003,7.559567466,3.541000000000004,12.819577621,4.1358999999999995,32.3041909199,10.070900000000002,5,7.63799672819,6.372,17.7504744443,16.869999999999997,28.0085884549,10.429000000000002,31.3206059423,10.893900000000002,6,11.904010426,2.963000000000001,16.3611374069,3.264000000000003,None,None,None,None
116,1350979.477235,7223832.833575,38.234200,5907046.342168,0.005169,-0.125276,3,11.7488318231,2.9165000000000063,12.2046047032,2.9505000000000052,18.7525708537,2.2534000000000063,37.656190481,7.729400000000005,4,6.55521588125,3.583500000000008,6.55521588126,3.607500000000009,13.7628177062,4.227400000000003,33.3475093171,10.137400000000007,5,6.65528301105,6.443500000000007,16.0691640127,17.347500000000004,29.5010680122,9.297500000000007,31.449137645,10.764400000000009,6,11.7616039414,2.964500000000008,14.3937395782,3.2265000000000086,None,None,None,None
