id,lon(rad),lat(rad),elevation(m),cap(rad),slope,crossfall,hasBridge,hasSwitch,hasTermination,class,nearestD_left,nearestH_left,highestD_left,highestH_left,nearestD_right,nearestH_right,highestD_right,highestH_right,class,nearestD_left,nearestH_left,highestD_left,highestH_left,nearestD_right,nearestH_right,highestD_right,highestH_right,class,nearestD_left,nearestH_left,highestD_left,highestH_left,nearestD_right,nearestH_right,highestD_right,highestH_right,class,nearestD_left,nearestH_left,highestD_left,highestH_left,nearestD_right,nearestH_right,highestD_right,highestH_right
69,-0.0295092235996511,0.8398358076428302,38.125650,0.7323636855654574,-0.005769,0.191413,false,false,false,3,NaN,NaN,NaN,NaN,15.56,2.71,25.08,5.59,4,6.92,2.53,18.62,7.41,12.81,2.41,30.16,6.96,5,12.10,19.58,21.51,22.06,12.81,6.35,23.60,12.70,6,NaN,NaN,NaN,NaN,20.13,4.05,20.30,4.42
70,-0.0295087770364320,0.8398361955963312,38.107650,0.7174896678791708,0.017466,0.230782,true,false,false,3,NaN,NaN,NaN,NaN,13.39,2.62,26.74,5.08,4,14.51,6.80,16.66,7.42,14.98,4.78,21.77,5.39,5,9.48,14.72,22.24,21.83,15.00,6.37,21.68,12.12,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
71,-0.0295083304728996,0.8398365835505145,38.162150,0.7220686501409773,-0.027389,0.146413,true,false,false,3,8.73,2.31,11.77,3.38,13.14,2.46,18.03,3.26,4,10.31,3.32,17.23,7.21,13.66,2.78,18.85,4.32,5,15.41,16.42,22.83,21.59,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
72,-0.0295078941912213,0.8398369553504773,38.079650,0.7220691891944664,-0.031087,0.187368,true,false,false,3,7.46,2.42,11.26,3.79,15.16,2.54,17.75,3.23,4,4.23,5.34,15.11,7.30,15.64,2.86,19.19,3.59,5,3.31,5.29,18.25,21.53,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
73,-0.0295074476268608,0.8398373433036774,37.982650,0.7150947642556259,0.008939,0.110008,false,false,false,3,7.41,2.51,9.82,3.88,NaN,NaN,NaN,NaN,4,7.36,2.52,11.79,7.04,NaN,NaN,NaN,NaN,5,11.94,15.62,20.11,20.49,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
74,-0.0295070340507207,0.8398377063115030,38.008650,0.7274935191818911,0.007546,0.038399,false,false,false,3,8.73,2.74,10.24,3.22,NaN,NaN,NaN,NaN,4,6.45,2.69,13.47,7.93,19.59,2.48,22.07,5.57,5,13.04,8.22,21.39,19.16,9.76,15.30,9.86,15.47,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
75,-0.0295065640652218,0.8398380952197879,38.032700,0.7114178528259097,0.011393,0.185152,false,false,false,3,16.17,2.48,16.69,2.59,NaN,NaN,NaN,NaN,4,4.21,2.77,11.22,7.90,21.74,2.45,24.27,5.55,5,9.79,6.18,19.11,19.14,13.04,8.78,13.04,8.78,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
76,-0.0295061526274083,0.8398384817398947,38.067150,0.6959857334074723,-0.016675,0.170185,false,false,false,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,7.12,2.46,23.02,6.79,24.05,2.53,27.09,5.46,5,8.07,7.13,17.37,19.10,14.81,8.75,14.81,8.75,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
77,-0.0295057390490539,0.8398388447474966,38.018650,0.7033985412000248,-0.033895,0.164078,false,false,false,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,7.01,5.06,21.28,6.84,27.43,2.51,29.09,4.50,5,6.65,7.24,18.25,18.88,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
78,-0.0295053049054599,0.8398392400600891,37.912700,0.7000607810631400,0.021052,0.088419,false,false,false,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,10.82,5.53,10.82,5.53,30.43,2.58,31.53,3.97,5,6.65,8.87,10.09,18.31,16.51,6.59,17.11,6.75,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
79,-0.0295048700473160,0.8398396275351447,37.977700,0.7000607810631400,0.003519,0.171682,false,false,false,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,11.41,3.39,19.22,5.37,NaN,NaN,NaN,NaN,5,6.33,6.61,11.38,16.94,18.59,6.59,19.20,6.68,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
80,-0.0295044359029636,0.8398400228475460,37.988700,0.6876140812013865,-0.007788,0.142751,false,false,false,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,8.02,3.49,10.45,5.59,NaN,NaN,NaN,NaN,5,6.65,12.56,9.38,14.97,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
81,-0.0295040244621868,0.8398404093672560,37.965150,0.6917247184889774,0.000348,0.141956,false,false,false,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,6.53,2.58,9.44,5.52,18.84,2.59,18.94,2.61,5,8.17,5.71,22.55,12.38,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
82,-0.0295036005995886,0.8398407885269408,37.966200,0.6876135651479672,-0.004181,0.137116,false,false,false,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,7.16,2.68,11.43,5.64,20.66,2.59,20.76,2.61,5,10.39,5.72,21.66,11.02,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
83,-0.0295031788756614,0.8398411911997867,37.953100,0.6774173550074866,-0.008710,0.147697,false,false,false,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,7.67,3.58,8.80,5.84,21.98,2.81,21.98,2.81,5,8.21,6.15,19.80,14.07,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
84,-0.0295027564371339,0.8398415860343170,37.926150,0.6736089766817597,0.000513,0.174498,false,false,false,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,7.39,4.31,8.65,5.83,23.87,2.84,23.87,2.84,5,7.48,6.14,17.22,14.82,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
85,-0.0295023677023736,0.8398419637601721,37.927650,0.6749069600142610,-0.016117,0.144082,false,false,false,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,6.85,5.12,24.09,5.83,25.22,3.16,25.22,3.16,5,6.60,6.09,17.04,16.75,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
86,-0.0295019342676744,0.8398423669103425,37.876650,0.6761760510298056,0.002022,0.200933,false,false,false,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,7.41,3.06,21.88,5.88,26.99,3.21,27.09,3.22,5,8.90,11.62,14.98,16.80,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
87,-0.0295015345345016,0.8398427529527259,37.882700,0.6633681525827828,0.010122,0.181047,false,false,false,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,7.71,2.76,20.07,5.88,28.84,3.21,28.94,3.22,5,8.36,6.53,12.61,16.60,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
88,-0.0295011245183419,0.8398431551467613,37.914100,0.6633686579479335,-0.002322,0.135940,false,false,false,3,21.13,2.77,21.13,2.77,NaN,NaN,NaN,NaN,4,7.25,2.68,12.70,6.24,30.92,3.18,31.02,3.19,5,9.25,6.16,11.81,14.52,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
89,-0.0295007247844010,0.8398435411881965,37.907150,0.6722792477712779,-0.011495,0.134531,false,false,false,3,11.05,2.69,11.52,3.13,NaN,NaN,NaN,NaN,4,8.01,2.58,10.78,6.24,NaN,NaN,NaN,NaN,5,10.43,7.61,11.45,9.52,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
90,-0.0295003243371548,0.8398439193920599,37.873200,0.6583468144312048,0.008313,0.204830,false,false,false,3,9.14,2.95,9.67,3.17,NaN,NaN,NaN,NaN,4,6.91,2.63,8.61,3.57,21.79,2.67,21.90,2.72,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
91,-0.0294999157459146,0.8398443372616073,37.899650,0.6548831298511892,-0.006024,0.142550,false,false,false,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,7.66,2.63,7.97,2.82,23.51,2.64,23.62,2.69,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
92,-0.0294995050142561,0.8398447316186449,37.881200,0.6619368460437179,-0.005740,0.174567,false,false,false,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,25.51,2.66,25.60,2.71,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,10.82,2.59,11.26,2.59,NaN,NaN,NaN,NaN
93,-0.0294991169886301,0.8398451171821784,37.864200,0.6470604309026035,-0.009585,0.209920,false,false,false,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,9.48,2.60,9.48,2.60,NaN,NaN,NaN,NaN
94,-0.0294987406723854,0.8398455022680646,37.836100,0.6436650189139864,-0.003581,0.226102,false,false,false,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,9.26,2.99,20.50,3.09,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
95,-0.0294983423622762,0.8398459039839966,37.825100,0.6453129634704189,0.005497,0.216163,false,false,false,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,21.93,3.14,21.93,3.14,5,3.80,6.61,3.80,6.61,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
96,-0.0294979550485919,0.8398462973847908,37.841600,0.6369640724218685,0.015142,0.191972,false,false,false,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,23.77,3.12,23.77,3.12,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,24.81,4.09,25.37,4.27
97,-0.0294975794442988,0.8398466903079449,37.886600,0.6351894113828409,-0.004776,0.114619,false,false,false,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN,24.60,4.31,24.81,4.34,6,NaN,NaN,NaN,NaN,24.91,4.37,25.73,4.39
98,-0.0294972031256410,0.8398470753943674,37.872600,0.6386968265536683,-0.005302,0.132356,false,false,false,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,13.94,2.67,14.96,3.05,5,NaN,NaN,NaN,NaN,26.33,4.32,26.53,4.35,6,NaN,NaN,NaN,NaN,26.63,4.38,27.42,4.41
99,-0.0294968055283272,0.8398474849482137,37.856100,0.6271354644988378,-0.022259,0.148365,false,false,false,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,10.59,2.62,17.46,3.95,5,NaN,NaN,NaN,NaN,28.38,4.34,28.56,4.37,6,NaN,NaN,NaN,NaN,28.66,4.40,29.42,4.42
100,-0.0294964416316131,0.8398478773936383,37.790600,0.6233611655347786,0.000673,0.213074,false,false,false,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,11.26,2.77,13.74,5.33,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
101,-0.0294960660260013,0.8398482703165024,37.792600,0.6233613583920647,0.007476,0.212920,false,false,false,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,12.82,2.85,15.43,5.33,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
102,-0.0294957021275491,0.8398486627626206,37.814600,0.6136207724116781,0.008352,0.170647,false,false,false,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,15.66,2.75,16.07,3.91,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
103,-0.0294953279472056,0.8398490713611090,37.840100,0.6108854759274573,0.008352,0.108967,false,false,false,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,10.26,2.64,12.28,3.25,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
