Point,North,East,Elev,Description,Hz Prec,Vt Prec,Solution,PDOP,Sats,Start Date,Start Time,End Date,End Time,Duration
1,2266833.467,1574115.284,137.182,Topo Continu,0.009,0.016,NetworkFix,1.9,10,13/04/2017,08:00:00.0,13/04/2017,08:00:00.0,0.0
2,2266833.469,1574115.283,137.183,Topo Continu,0.009,0.017,NetworkFix,1.9,10,13/04/2017,08:00:01.0,13/04/2017,08:00:01.0,0.0
3,2266833.473,1574115.283,137.181,Topo Continu,0.010,0.019,NetworkFix,1.9,10,13/04/2017,08:00:01.0,13/04/2017,08:00:01.0,0.0
4,2266833.467,1574115.282,137.197,Topo Continu,0.007,0.012,NetworkFix,1.9,10,13/04/2017,08:00:04.0,13/04/2017,08:00:04.0,0.0
5,2266833.467,1574115.278,137.198,Topo Continu,0.008,0.014,NetworkFix,1.9,10,13/04/2017,08:00:05.0,13/04/2017,08:00:05.0,0.0
6,2266833.468,1574115.276,137.206,Topo Continu,0.009,0.016,NetworkFix,1.9,10,13/04/2017,08:00:06.0,13/04/2017,08:00:06.0,0.0
7,2266833.468,1574115.278,137.191,Topo Continu,0.009,0.017,NetworkFix,1.9,10,13/04/2017,08:00:07.0,13/04/2017,08:00:07.0,0.0
8,2266833.465,1574115.284,137.187,Topo Continu,0.016,0.032,NetworkFix,1.9,10,13/04/2017,08:00:08.0,13/04/2017,08:00:08.0,0.0
9,2266833.476,1574115.283,137.204,Topo Continu,0.016,0.031,NetworkFix,1.9,10,13/04/2017,08:00:09.0,13/04/2017,08:00:09.0,0.0
10,2266833.473,1574115.286,137.198,Topo Continu,0.022,0.044,NetworkFix,1.9,10,13/04/2017,08:00:10.0,13/04/2017,08:00:10.0,0.0
11,2266833.475,1574115.291,137.214,Topo Continu,0.026,0.051,NetworkFix,1.9,10,13/04/2017,08:00:11.0,13/04/2017,08:00:11.0,0.0
12,2266833.467,1574115.294,137.209,Topo Continu,0.029,0.060,NetworkFix,1.9,10,13/04/2017,08:00:12.0,13/04/2017,08:00:12.0,0.0
13,2266833.455,1574115.289,137.196,Topo Continu,0.023,0.045,NetworkFix,1.9,10,13/04/2017,08:00:14.0,13/04/2017,08:00:14.0,0.0
14,2266833.455,1574115.286,137.205,Topo Continu,0.009,0.018,NetworkFix,1.9,10,13/04/2017,08:00:15.0,13/04/2017,08:00:15.0,0.0
15,2266833.460,1574115.287,137.193,Topo Continu,0.008,0.014,NetworkFix,1.9,10,13/04/2017,08:00:16.0,13/04/2017,08:00:16.0,0.0
16,2266833.457,1574115.289,137.206,Topo Continu,0.009,0.017,NetworkFix,1.9,10,13/04/2017,08:00:16.0,13/04/2017,08:00:16.0,0.0
17,2266833.460,1574115.289,137.197,Topo Continu,0.008,0.014,NetworkFix,1.9,10,13/04/2017,08:00:18.0,13/04/2017,08:00:18.0,0.0
18,2266833.461,1574115.291,137.203,Topo Continu,0.009,0.017,NetworkFix,1.9,10,13/04/2017,08:00:19.0,13/04/2017,08:00:19.0,0.0
19,2266833.462,1574115.292,137.206,Topo Continu,0.010,0.020,NetworkFix,1.9,10,13/04/2017,08:00:20.0,13/04/2017,08:00:20.0,0.0
20,2266833.464,1574115.291,137.206,Topo Continu,0.011,0.022,NetworkFix,1.9,10,13/04/2017,08:00:20.0,13/04/2017,08:00:20.0,0.0
21,2266833.466,1574115.292,137.208,Topo Continu,0.012,0.024,NetworkFix,1.9,10,13/04/2017,08:00:21.0,13/04/2017,08:00:21.0,0.0
22,2266833.464,1574115.289,137.198,Topo Continu,0.006,0.012,NetworkFix,1.8,10,13/04/2017,08:00:24.0,13/04/2017,08:00:24.0,0.0
23,2266833.464,1574115.287,137.207,Topo Continu,0.008,0.016,NetworkFix,1.8,10,13/04/2017,08:00:25.0,13/04/2017,08:00:25.0,0.0
24,2266833.468,1574115.285,137.206,Topo Continu,0.008,0.016,NetworkFix,1.8,10,13/04/2017,08:00:26.0,13/04/2017,08:00:26.0,0.0
25,2266833.473,1574115.287,137.202,Topo Continu,0.009,0.019,NetworkFix,1.8,10,13/04/2017,08:00:27.0,13/04/2017,08:00:27.0,0.0
26,2266833.478,1574115.290,137.208,Topo Continu,0.010,0.021,NetworkFix,1.8,10,13/04/2017,08:00:28.0,13/04/2017,08:00:28.0,0.0
27,2266833.481,1574115.290,137.211,Topo Continu,0.013,0.026,NetworkFix,1.8,10,13/04/2017,08:00:29.0,13/04/2017,08:00:29.0,0.0
28,2266833.479,1574115.292,137.208,Topo Continu,0.011,0.023,NetworkFix,1.8,11,13/04/2017,08:00:30.0,13/04/2017,08:00:30.0,0.0
29,2266833.470,1574115.291,137.195,Topo Continu,0.018,0.038,NetworkFix,1.8,11,13/04/2017,08:00:31.0,13/04/2017,08:00:31.0,0.0
30,2266833.473,1574115.291,137.186,Topo Continu,0.022,0.047,NetworkFix,1.8,11,13/04/2017,08:00:32.0,13/04/2017,08:00:32.0,0.0
31,2266833.473,1574115.294,137.191,Topo Continu,0.028,0.060,NetworkFix,1.7,11,13/04/2017,08:00:33.0,13/04/2017,08:00:33.0,0.0
32,2266833.469,1574115.262,137.201,Topo Continu,0.009,0.020,NetworkFix,1.7,11,13/04/2017,08:00:34.0,13/04/2017,08:00:34.0,0.0
33,2266833.371,1574114.945,137.215,Topo Continu,0.016,0.034,NetworkFix,1.7,11,13/04/2017,08:00:35.0,13/04/2017,08:00:35.0,0.0
34,2266833.275,1574114.725,137.201,Topo Continu,0.010,0.020,NetworkFix,1.7,12,13/04/2017,08:00:37.0,13/04/2017,08:00:37.0,0.0
35,2266833.168,1574114.567,137.176,Topo Continu,0.009,0.018,NetworkFix,1.7,12,13/04/2017,08:00:38.0,13/04/2017,08:00:38.0,0.0
36,2266833.070,1574114.425,137.215,Topo Continu,0.008,0.016,NetworkFix,1.7,12,13/04/2017,08:00:39.0,13/04/2017,08:00:39.0,0.0
37,2266832.975,1574114.301,137.200,Topo Continu,0.006,0.012,NetworkFix,1.7,12,13/04/2017,08:00:40.0,13/04/2017,08:00:40.0,0.0
38,2266832.891,1574114.216,137.176,Topo Continu,0.006,0.011,NetworkFix,1.7,12,13/04/2017,08:00:40.0,13/04/2017,08:00:40.0,0.0
39,2266832.773,1574114.096,137.173,Topo Continu,0.006,0.011,NetworkFix,1.7,12,13/04/2017,08:00:42.0,13/04/2017,08:00:42.0,0.0
40,2266832.660,1574113.996,137.192,Topo Continu,0.006,0.010,NetworkFix,1.7,12,13/04/2017,08:00:43.0,13/04/2017,08:00:43.0,0.0
41,2266832.535,1574113.892,137.197,Topo Continu,0.007,0.014,NetworkFix,1.7,12,13/04/2017,08:00:43.0,13/04/2017,08:00:43.0,0.0
42,2266832.292,1574113.706,137.196,Topo Continu,0.006,0.013,NetworkFix,1.7,12,13/04/2017,08:00:45.0,13/04/2017,08:00:45.0,0.0
43,2266832.150,1574113.605,137.212,Topo Continu,0.006,0.012,NetworkFix,1.7,12,13/04/2017,08:00:45.0,13/04/2017,08:00:45.0,0.0
44,2266831.950,1574113.463,137.204,Topo Continu,0.006,0.012,NetworkFix,1.7,12,13/04/2017,08:00:47.0,13/04/2017,08:00:47.0,0.0
45,2266831.811,1574113.367,137.187,Topo Continu,0.006,0.013,NetworkFix,1.7,12,13/04/2017,08:00:48.0,13/04/2017,08:00:48.0,0.0
46,2266831.705,1574113.291,137.197,Topo Continu,0.006,0.011,NetworkFix,1.7,12,13/04/2017,08:00:49.0,13/04/2017,08:00:49.0,0.0
47,2266831.641,1574113.260,137.201,Topo Continu,0.009,0.020,NetworkFix,1.7,12,13/04/2017,08:00:49.0,13/04/2017,08:00:49.0,0.0
48,2266831.551,1574113.302,137.191,Topo Continu,0.011,0.022,NetworkFix,1.7,12,13/04/2017,08:00:52.0,13/04/2017,08:00:52.0,0.0
49,2266831.501,1574113.377,137.201,Topo Continu,0.013,0.028,NetworkFix,1.7,12,13/04/2017,08:00:53.0,13/04/2017,08:00:53.0,0.0
50,2266831.438,1574113.478,137.186,Topo Continu,0.019,0.040,NetworkFix,1.7,12,13/04/2017,08:00:54.0,13/04/2017,08:00:54.0,0.0
51,2266831.346,1574113.589,137.187,Topo Continu,0.022,0.046,NetworkFix,1.7,12,13/04/2017,08:00:55.0,13/04/2017,08:00:55.0,0.0
52,2266831.264,1574113.666,137.195,Topo Continu,0.011,0.024,NetworkFix,1.7,12,13/04/2017,08:00:56.0,13/04/2017,08:00:56.0,0.0
53,2266831.177,1574113.697,137.203,Topo Continu,0.014,0.030,NetworkFix,1.7,12,13/04/2017,08:00:57.0,13/04/2017,08:00:57.0,0.0
54,2266831.125,1574113.676,137.203,Topo Continu,0.016,0.032,NetworkFix,1.7,12,13/04/2017,08:00:58.0,13/04/2017,08:00:58.0,0.0
55,2266831.103,1574113.610,137.189,Topo Continu,0.013,0.027,NetworkFix,1.7,12,13/04/2017,08:00:59.0,13/04/2017,08:00:59.0,0.0
56,2266831.099,1574113.553,137.193,Topo Continu,0.012,0.025,NetworkFix,1.7,12,13/04/2017,08:01:00.0,13/04/2017,08:01:00.0,0.0
57,2266831.096,1574113.505,137.204,Topo Continu,0.013,0.028,NetworkFix,1.7,12,13/04/2017,08:01:01.0,13/04/2017,08:01:01.0,0.0
58,2266831.088,1574113.468,137.196,Topo Continu,0.014,0.031,NetworkFix,1.7,12,13/04/2017,08:01:02.0,13/04/2017,08:01:02.0,0.0
59,2266831.080,1574113.434,137.201,Topo Continu,0.016,0.033,NetworkFix,1.7,12,13/04/2017,08:01:03.0,13/04/2017,08:01:03.0,0.0
60,2266831.066,1574113.405,137.200,Topo Continu,0.018,0.037,NetworkFix,1.7,12,13/04/2017,08:01:04.0,13/04/2017,08:01:04.0,0.0
61,2266831.056,1574113.379,137.207,Topo Continu,0.018,0.039,NetworkFix,1.7,12,13/04/2017,08:01:05.0,13/04/2017,08:01:05.0,0.0
62,2266831.040,1574113.356,137.202,Topo Continu,0.019,0.041,NetworkFix,1.7,12,13/04/2017,08:01:06.0,13/04/2017,08:01:06.0,0.0
63,2266831.025,1574113.332,137.191,Topo Continu,0.006,0.013,NetworkFix,1.7,12,13/04/2017,08:01:07.0,13/04/2017,08:01:07.0,0.0
64,2266831.013,1574113.314,137.197,Topo Continu,0.008,0.015,NetworkFix,1.7,12,13/04/2017,08:01:08.0,13/04/2017,08:01:08.0,0.0
65,2266830.990,1574113.298,137.193,Topo Continu,0.007,0.014,NetworkFix,1.7,12,13/04/2017,08:01:09.0,13/04/2017,08:01:09.0,0.0
66,2266830.969,1574113.284,137.194,Topo Continu,0.008,0.015,NetworkFix,1.7,12,13/04/2017,08:01:10.0,13/04/2017,08:01:10.0,0.0
67,2266830.950,1574113.270,137.195,Topo Continu,0.009,0.018,NetworkFix,1.7,12,13/04/2017,08:01:11.0,13/04/2017,08:01:11.0,0.0
68,2266830.928,1574113.256,137.185,Topo Continu,0.011,0.022,NetworkFix,1.7,12,13/04/2017,08:01:12.0,13/04/2017,08:01:12.0,0.0
69,2266830.907,1574113.245,137.187,Topo Continu,0.009,0.018,NetworkFix,1.7,12,13/04/2017,08:01:13.0,13/04/2017,08:01:13.0,0.0
70,2266830.880,1574113.232,137.194,Topo Continu,0.008,0.017,NetworkFix,1.7,12,13/04/2017,08:01:14.0,13/04/2017,08:01:14.0,0.0
71,2266830.847,1574113.220,137.191,Topo Continu,0.007,0.014,NetworkFix,1.7,12,13/04/2017,08:01:15.0,13/04/2017,08:01:15.0,0.0
72,2266830.821,1574113.210,137.196,Topo Continu,0.008,0.015,NetworkFix,1.7,12,13/04/2017,08:01:16.0,13/04/2017,08:01:16.0,0.0
73,2266830.801,1574113.200,137.195,Topo Continu,0.009,0.019,NetworkFix,1.7,12,13/04/2017,08:01:16.0,13/04/2017,08:01:16.0,0.0
74,2266830.773,1574113.190,137.202,Topo Continu,0.008,0.016,NetworkFix,1.7,12,13/04/2017,08:01:18.0,13/04/2017,08:01:18.0,0.0
75,2266830.747,1574113.181,137.194,Topo Continu,0.008,0.016,NetworkFix,1.7,12,13/04/2017,08:01:19.0,13/04/2017,08:01:19.0,0.0
76,2266830.720,1574113.174,137.190,Topo Continu,0.010,0.020,NetworkFix,1.7,12,13/04/2017,08:01:20.0,13/04/2017,08:01:20.0,0.0
77,2266830.696,1574113.168,137.191,Topo Continu,0.007,0.014,NetworkFix,1.7,12,13/04/2017,08:01:20.0,13/04/2017,08:01:20.0,0.0
78,2266830.664,1574113.163,137.189,Topo Continu,0.008,0.015,NetworkFix,1.7,12,13/04/2017,08:01:22.0,13/04/2017,08:01:22.0,0.0
79,2266830.639,1574113.161,137.192,Topo Continu,0.009,0.019,NetworkFix,1.7,12,13/04/2017,08:01:23.0,13/04/2017,08:01:23.0,0.0
80,2266830.611,1574113.164,137.204,Topo Continu,0.008,0.017,NetworkFix,1.7,12,13/04/2017,08:01:24.0,13/04/2017,08:01:24.0,0.0
81,2266830.581,1574113.168,137.211,Topo Continu,0.006,0.013,NetworkFix,1.7,12,13/04/2017,08:01:25.0,13/04/2017,08:01:25.0,0.0
82,2266830.555,1574113.171,137.200,Topo Continu,0.009,0.017,NetworkFix,1.7,12,13/04/2017,08:01:26.0,13/04/2017,08:01:26.0,0.0
83,2266830.577,1574113.185,137.205,Topo Continu,0.008,0.015,NetworkFix,1.7,12,13/04/2017,08:01:27.0,13/04/2017,08:01:27.0,0.0
84,2266830.718,1574113.232,137.200,Topo Continu,0.011,0.022,NetworkFix,1.7,12,13/04/2017,08:01:28.0,13/04/2017,08:01:28.0,0.0
85,2266830.946,1574113.279,137.197,Topo Continu,0.006,0.012,NetworkFix,1.7,12,13/04/2017,08:01:29.0,13/04/2017,08:01:29.0,0.0
86,2266831.192,1574113.309,137.176,Topo Continu,0.009,0.017,NetworkFix,1.7,12,13/04/2017,08:01:30.0,13/04/2017,08:01:30.0,0.0
87,2266831.373,1574113.334,137.192,Topo Continu,0.009,0.018,NetworkFix,1.7,12,13/04/2017,08:01:30.0,13/04/2017,08:01:30.0,0.0
88,2266831.588,1574113.354,137.199,Topo Continu,0.007,0.014,NetworkFix,1.7,12,13/04/2017,08:01:31.0,13/04/2017,08:01:31.0,0.0
89,2266831.802,1574113.385,137.210,Topo Continu,0.008,0.015,NetworkFix,1.7,12,13/04/2017,08:01:32.0,13/04/2017,08:01:32.0,0.0
90,2266832.041,1574113.432,137.211,Topo Continu,0.006,0.012,NetworkFix,1.7,12,13/04/2017,08:01:33.0,13/04/2017,08:01:33.0,0.0
91,2266832.322,1574113.515,137.202,Topo Continu,0.009,0.019,NetworkFix,1.7,12,13/04/2017,08:01:34.0,13/04/2017,08:01:34.0,0.0
92,2266832.636,1574113.580,137.196,Topo Continu,0.011,0.023,NetworkFix,1.7,12,13/04/2017,08:01:35.0,13/04/2017,08:01:35.0,0.0
93,2266832.964,1574113.606,137.225,Topo Continu,0.008,0.016,NetworkFix,1.7,12,13/04/2017,08:01:36.0,13/04/2017,08:01:36.0,0.0
94,2266833.292,1574113.622,137.213,Topo Continu,0.009,0.019,NetworkFix,1.7,12,13/04/2017,08:01:37.0,13/04/2017,08:01:37.0,0.0
95,2266833.631,1574113.620,137.191,Topo Continu,0.008,0.015,NetworkFix,1.7,12,13/04/2017,08:01:38.0,13/04/2017,08:01:38.0,0.0
96,2266833.963,1574113.640,137.186,Topo Continu,0.008,0.017,NetworkFix,1.7,12,13/04/2017,08:01:39.0,13/04/2017,08:01:39.0,0.0
97,2266834.282,1574113.681,137.180,Topo Continu,0.009,0.018,NetworkFix,1.7,12,13/04/2017,08:01:40.0,13/04/2017,08:01:40.0,0.0
98,2266834.602,1574113.725,137.194,Topo Continu,0.011,0.024,NetworkFix,1.7,12,13/04/2017,08:01:41.0,13/04/2017,08:01:41.0,0.0
99,2266834.947,1574113.774,137.206,Topo Continu,0.009,0.017,NetworkFix,1.7,12,13/04/2017,08:01:42.0,13/04/2017,08:01:42.0,0.0
100,2266835.747,1574113.847,137.245,Topo Continu,0.011,0.024,NetworkFix,1.7,12,13/04/2017,08:01:45.0,13/04/2017,08:01:45.0,0.0
101,2266836.055,1574113.889,137.228,Topo Continu,0.017,0.036,NetworkFix,1.7,12,13/04/2017,08:01:45.0,13/04/2017,08:01:45.0,0.0
102,2266836.511,1574113.982,137.176,Topo Continu,0.021,0.042,NetworkFix,1.7,12,13/04/2017,08:01:47.0,13/04/2017,08:01:47.0,0.0
103,2266836.878,1574114.055,137.203,Topo Continu,0.023,0.050,NetworkFix,1.7,12,13/04/2017,08:01:48.0,13/04/2017,08:01:48.0,0.0
104,2266837.276,1574114.128,137.203,Topo Continu,0.028,0.060,NetworkFix,1.7,12,13/04/2017,08:01:49.0,13/04/2017,08:01:49.0,0.0
105,2266838.108,1574114.286,137.189,Topo Continu,0.016,0.032,NetworkFix,1.7,12,13/04/2017,08:01:50.0,13/04/2017,08:01:50.0,0.0
106,2266838.681,1574114.357,137.199,Topo Continu,0.021,0.043,NetworkFix,1.7,12,13/04/2017,08:01:52.0,13/04/2017,08:01:52.0,0.0
107,2266840.750,1574114.278,137.184,Topo Continu,0.028,0.049,NetworkFix,1.7,12,13/04/2017,08:01:56.0,13/04/2017,08:01:56.0,0.0
108,2266840.906,1574114.210,137.159,Topo Continu,0.016,0.033,NetworkFix,1.7,12,13/04/2017,08:01:58.0,13/04/2017,08:01:58.0,0.0
109,2266841.143,1574114.197,137.135,Topo Continu,0.023,0.047,NetworkFix,1.7,12,13/04/2017,08:01:59.0,13/04/2017,08:01:59.0,0.0
110,2266841.305,1574114.149,137.131,Topo Continu,0.026,0.055,NetworkFix,1.7,12,13/04/2017,08:01:59.0,13/04/2017,08:01:59.0,0.0
111,2266841.521,1574114.088,137.183,Topo Continu,0.019,0.039,NetworkFix,1.7,12,13/04/2017,08:02:00.0,13/04/2017,08:02:00.0,0.0
112,2266841.679,1574114.042,137.151,Topo Continu,0.012,0.024,NetworkFix,1.7,12,13/04/2017,08:02:02.0,13/04/2017,08:02:02.0,0.0
113,2266841.753,1574114.019,137.151,Topo Continu,0.016,0.033,NetworkFix,1.7,12,13/04/2017,08:02:03.0,13/04/2017,08:02:03.0,0.0
114,2266841.780,1574113.980,137.168,Topo Continu,0.013,0.025,NetworkFix,1.7,12,13/04/2017,08:02:04.0,13/04/2017,08:02:04.0,0.0
115,2266841.787,1574113.955,137.171,Topo Continu,0.015,0.029,NetworkFix,1.7,12,13/04/2017,08:02:04.0,13/04/2017,08:02:04.0,0.0
116,2266841.818,1574113.934,137.161,Topo Continu,0.018,0.034,NetworkFix,1.7,12,13/04/2017,08:02:05.0,13/04/2017,08:02:05.0,0.0
117,2266841.802,1574113.951,137.188,Topo Continu,0.008,0.016,NetworkFix,1.7,12,13/04/2017,08:02:06.0,13/04/2017,08:02:06.0,0.0
118,2266841.717,1574113.967,137.180,Topo Continu,0.019,0.037,NetworkFix,1.7,12,13/04/2017,08:02:07.0,13/04/2017,08:02:07.0,0.0
119,2266841.539,1574114.088,137.189,Topo Continu,0.007,0.012,NetworkFix,1.7,12,13/04/2017,08:02:10.0,13/04/2017,08:02:10.0,0.0
120,2266841.523,1574114.095,137.151,Topo Continu,0.007,0.011,NetworkFix,1.7,12,13/04/2017,08:02:11.0,13/04/2017,08:02:11.0,0.0
121,2266841.558,1574114.057,137.185,Topo Continu,0.009,0.018,NetworkFix,1.7,12,13/04/2017,08:02:12.0,13/04/2017,08:02:12.0,0.0
122,2266841.624,1574114.001,137.165,Topo Continu,0.018,0.035,NetworkFix,1.7,12,13/04/2017,08:02:13.0,13/04/2017,08:02:13.0,0.0
123,2266841.729,1574113.951,137.181,Topo Continu,0.024,0.046,NetworkFix,1.7,12,13/04/2017,08:02:14.0,13/04/2017,08:02:14.0,0.0
124,2266841.851,1574113.911,137.153,Topo Continu,0.019,0.035,NetworkFix,1.7,12,13/04/2017,08:02:15.0,13/04/2017,08:02:15.0,0.0
125,2266841.905,1574113.863,137.199,Topo Continu,0.015,0.027,NetworkFix,1.7,12,13/04/2017,08:02:16.0,13/04/2017,08:02:16.0,0.0
126,2266842.021,1574113.812,137.218,Topo Continu,0.019,0.036,NetworkFix,1.7,12,13/04/2017,08:02:17.0,13/04/2017,08:02:17.0,0.0
127,2266842.110,1574113.784,137.211,Topo Continu,0.016,0.031,NetworkFix,1.7,12,13/04/2017,08:02:18.0,13/04/2017,08:02:18.0,0.0
128,2266842.198,1574113.735,137.206,Topo Continu,0.019,0.038,NetworkFix,1.7,12,13/04/2017,08:02:19.0,13/04/2017,08:02:19.0,0.0
129,2266842.309,1574113.731,137.262,Topo Continu,0.018,0.037,NetworkFix,1.7,12,13/04/2017,08:02:20.0,13/04/2017,08:02:20.0,0.0
130,2266842.455,1574113.757,137.223,Topo Continu,0.030,0.059,NetworkFix,1.7,12,13/04/2017,08:02:21.0,13/04/2017,08:02:21.0,0.0
131,2266842.595,1574113.806,137.224,Topo Continu,0.008,0.013,NetworkFix,1.7,12,13/04/2017,08:02:22.0,13/04/2017,08:02:22.0,0.0
132,2266842.715,1574113.865,137.183,Topo Continu,0.014,0.028,NetworkFix,1.7,12,13/04/2017,08:02:23.0,13/04/2017,08:02:23.0,0.0
133,2266842.826,1574113.918,137.245,Topo Continu,0.026,0.054,NetworkFix,1.8,12,13/04/2017,08:02:24.0,13/04/2017,08:02:24.0,0.0
134,2266842.892,1574113.957,137.182,Topo Continu,0.008,0.015,NetworkFix,1.8,12,13/04/2017,08:02:25.0,13/04/2017,08:02:25.0,0.0
135,2266842.976,1574114.014,137.181,Topo Continu,0.016,0.031,NetworkFix,1.8,12,13/04/2017,08:02:26.0,13/04/2017,08:02:26.0,0.0
136,2266842.985,1574114.031,137.199,Topo Continu,0.009,0.019,NetworkFix,1.8,12,13/04/2017,08:02:27.0,13/04/2017,08:02:27.0,0.0
137,2266843.050,1574114.078,137.185,Topo Continu,0.013,0.027,NetworkFix,1.8,12,13/04/2017,08:02:28.0,13/04/2017,08:02:28.0,0.0
138,2266843.142,1574114.131,137.196,Topo Continu,0.017,0.036,NetworkFix,1.8,12,13/04/2017,08:02:29.0,13/04/2017,08:02:29.0,0.0
139,2266843.202,1574114.192,137.198,Topo Continu,0.021,0.044,NetworkFix,1.8,12,13/04/2017,08:02:30.0,13/04/2017,08:02:30.0,0.0
140,2266843.264,1574114.261,137.224,Topo Continu,0.022,0.048,NetworkFix,1.8,12,13/04/2017,08:02:31.0,13/04/2017,08:02:31.0,0.0
141,2266843.298,1574114.339,137.219,Topo Continu,0.026,0.056,NetworkFix,1.8,12,13/04/2017,08:02:32.0,13/04/2017,08:02:32.0,0.0
142,2266843.343,1574114.425,137.218,Topo Continu,0.027,0.057,NetworkFix,1.7,12,13/04/2017,08:02:32.0,13/04/2017,08:02:32.0,0.0
143,2266843.361,1574114.522,137.186,Topo Continu,0.014,0.029,NetworkFix,1.7,12,13/04/2017,08:02:34.0,13/04/2017,08:02:34.0,0.0
144,2266843.385,1574114.628,137.197,Topo Continu,0.014,0.030,NetworkFix,1.7,12,13/04/2017,08:02:35.0,13/04/2017,08:02:35.0,0.0
145,2266843.413,1574114.785,137.194,Topo Continu,0.019,0.038,NetworkFix,1.7,12,13/04/2017,08:02:36.0,13/04/2017,08:02:36.0,0.0
146,2266843.383,1574114.942,137.202,Topo Continu,0.021,0.042,NetworkFix,1.7,12,13/04/2017,08:02:36.0,13/04/2017,08:02:36.0,0.0
147,2266843.324,1574115.060,137.169,Topo Continu,0.022,0.044,NetworkFix,1.7,12,13/04/2017,08:02:37.0,13/04/2017,08:02:37.0,0.0
148,2266843.271,1574115.142,137.198,Topo Continu,0.024,0.049,NetworkFix,1.7,12,13/04/2017,08:02:38.0,13/04/2017,08:02:38.0,0.0
149,2266843.224,1574115.238,137.214,Topo Continu,0.018,0.036,NetworkFix,1.7,12,13/04/2017,08:02:39.0,13/04/2017,08:02:39.0,0.0
150,2266843.183,1574115.302,137.190,Topo Continu,0.011,0.023,NetworkFix,1.7,11,13/04/2017,08:02:41.0,13/04/2017,08:02:41.0,0.0
151,2266843.130,1574115.345,137.189,Topo Continu,0.013,0.026,NetworkFix,1.7,11,13/04/2017,08:02:42.0,13/04/2017,08:02:42.0,0.0
152,2266843.099,1574115.371,137.213,Topo Continu,0.015,0.030,NetworkFix,1.7,11,13/04/2017,08:02:43.0,13/04/2017,08:02:43.0,0.0
153,2266843.059,1574115.399,137.220,Topo Continu,0.013,0.026,NetworkFix,1.7,11,13/04/2017,08:02:44.0,13/04/2017,08:02:44.0,0.0
154,2266843.039,1574115.409,137.191,Topo Continu,0.010,0.020,NetworkFix,1.7,11,13/04/2017,08:02:45.0,13/04/2017,08:02:45.0,0.0
155,2266843.014,1574115.420,137.193,Topo Continu,0.011,0.021,NetworkFix,1.7,11,13/04/2017,08:02:45.0,13/04/2017,08:02:45.0,0.0
156,2266843.001,1574115.425,137.199,Topo Continu,0.013,0.026,NetworkFix,1.7,11,13/04/2017,08:02:47.0,13/04/2017,08:02:47.0,0.0
157,2266842.984,1574115.439,137.201,Topo Continu,0.010,0.020,NetworkFix,1.7,11,13/04/2017,08:02:48.0,13/04/2017,08:02:48.0,0.0
158,2266843.015,1574115.460,137.200,Topo Continu,0.011,0.023,NetworkFix,1.7,11,13/04/2017,08:02:49.0,13/04/2017,08:02:49.0,0.0
159,2266843.040,1574115.481,137.208,Topo Continu,0.009,0.018,NetworkFix,1.7,11,13/04/2017,08:02:49.0,13/04/2017,08:02:49.0,0.0
160,2266843.104,1574115.505,137.187,Topo Continu,0.017,0.035,NetworkFix,1.7,11,13/04/2017,08:02:50.0,13/04/2017,08:02:50.0,0.0
161,2266843.208,1574115.575,137.189,Topo Continu,0.016,0.033,NetworkFix,1.7,11,13/04/2017,08:02:51.0,13/04/2017,08:02:51.0,0.0
162,2266843.361,1574115.701,137.215,Topo Continu,0.019,0.039,NetworkFix,1.7,11,13/04/2017,08:02:52.0,13/04/2017,08:02:52.0,0.0
163,2266843.506,1574115.804,137.151,Topo Continu,0.012,0.024,NetworkFix,1.7,10,13/04/2017,08:02:53.0,13/04/2017,08:02:53.0,0.0
164,2266843.700,1574115.914,137.185,Topo Continu,0.016,0.032,NetworkFix,1.7,10,13/04/2017,08:02:54.0,13/04/2017,08:02:54.0,0.0
165,2266843.820,1574115.990,137.206,Topo Continu,0.008,0.016,NetworkFix,1.7,10,13/04/2017,08:02:55.0,13/04/2017,08:02:55.0,0.0
166,2266843.864,1574116.021,137.175,Topo Continu,0.009,0.018,NetworkFix,1.7,10,13/04/2017,08:02:56.0,13/04/2017,08:02:56.0,0.0
167,2266843.891,1574116.110,137.206,Topo Continu,0.014,0.029,NetworkFix,1.7,11,13/04/2017,08:02:59.0,13/04/2017,08:02:59.0,0.0
168,2266843.880,1574116.147,137.192,Topo Continu,0.013,0.027,NetworkFix,1.7,11,13/04/2017,08:03:00.0,13/04/2017,08:03:00.0,0.0
169,2266843.861,1574116.161,137.187,Topo Continu,0.015,0.030,NetworkFix,1.7,11,13/04/2017,08:03:00.0,13/04/2017,08:03:00.0,0.0
170,2266843.959,1574116.161,137.226,Topo Continu,0.010,0.019,NetworkFix,1.7,12,13/04/2017,08:03:02.0,13/04/2017,08:03:02.0,0.0
171,2266844.100,1574116.073,137.214,Topo Continu,0.010,0.019,NetworkFix,1.7,12,13/04/2017,08:03:03.0,13/04/2017,08:03:03.0,0.0
172,2266844.031,1574116.052,137.235,Topo Continu,0.008,0.014,NetworkFix,1.7,12,13/04/2017,08:03:04.0,13/04/2017,08:03:04.0,0.0
173,2266844.101,1574116.007,137.223,Topo Continu,0.013,0.025,NetworkFix,1.7,12,13/04/2017,08:03:05.0,13/04/2017,08:03:05.0,0.0
174,2266844.074,1574116.062,137.223,Topo Continu,0.014,0.030,NetworkFix,1.7,12,13/04/2017,08:03:06.0,13/04/2017,08:03:06.0,0.0
