Point,North,East,Elev,Description,Hz Prec,Vt Prec,Solution,PDOP,Sats,Start Date,Start Time,End Date,End Time,Duration
348,2266983.899,1574161.929,137.245,Topo Continu,0.010,0.016,NetworkFix,1.9,10,13/04/2017,10:49:31.0,13/04/2017,10:49:31.0,0.0
349,2266983.518,1574161.694,137.232,Topo Continu,0.011,0.017,NetworkFix,1.9,10,13/04/2017,10:49:32.0,13/04/2017,10:49:32.0,0.0
350,2266983.138,1574161.454,137.252,Topo Continu,0.008,0.013,NetworkFix,1.9,10,13/04/2017,10:49:33.0,13/04/2017,10:49:33.0,0.0
351,2266982.757,1574161.218,137.229,Topo Continu,0.008,0.012,NetworkFix,1.9,10,13/04/2017,10:49:34.0,13/04/2017,10:49:34.0,0.0
352,2266982.377,1574160.969,137.247,Topo Continu,0.007,0.012,NetworkFix,1.9,10,13/04/2017,10:49:35.0,13/04/2017,10:49:35.0,0.0
353,2266981.922,1574160.681,137.229,Topo Continu,0.011,0.016,NetworkFix,1.9,10,13/04/2017,10:49:36.0,13/04/2017,10:49:36.0,0.0
354,2266981.625,1574160.474,137.245,Topo Continu,0.013,0.020,NetworkFix,1.9,10,13/04/2017,10:49:37.0,13/04/2017,10:49:37.0,0.0
355,2266980.852,1574159.952,137.220,Topo Continu,0.013,0.020,NetworkFix,1.9,10,13/04/2017,10:49:39.0,13/04/2017,10:49:39.0,0.0
356,2266980.463,1574159.701,137.227,Topo Continu,0.008,0.012,NetworkFix,1.9,10,13/04/2017,10:49:40.0,13/04/2017,10:49:40.0,0.0
357,2266980.052,1574159.453,137.233,Topo Continu,0.008,0.013,NetworkFix,1.9,10,13/04/2017,10:49:41.0,13/04/2017,10:49:41.0,0.0
358,2266979.635,1574159.221,137.225,Topo Continu,0.009,0.014,NetworkFix,1.9,10,13/04/2017,10:49:42.0,13/04/2017,10:49:42.0,0.0
359,2266979.208,1574158.991,137.231,Topo Continu,0.013,0.021,NetworkFix,1.9,10,13/04/2017,10:49:43.0,13/04/2017,10:49:43.0,0.0
360,2266978.777,1574158.766,137.217,Topo Continu,0.009,0.014,NetworkFix,1.7,10,13/04/2017,10:49:44.0,13/04/2017,10:49:44.0,0.0
361,2266978.431,1574158.577,137.213,Topo Continu,0.011,0.016,NetworkFix,1.7,10,13/04/2017,10:49:45.0,13/04/2017,10:49:45.0,0.0
362,2266977.908,1574158.293,137.239,Topo Continu,0.008,0.013,NetworkFix,1.7,10,13/04/2017,10:49:46.0,13/04/2017,10:49:46.0,0.0
363,2266977.472,1574158.056,137.230,Topo Continu,0.008,0.014,NetworkFix,1.7,10,13/04/2017,10:49:47.0,13/04/2017,10:49:47.0,0.0
364,2266977.035,1574157.816,137.220,Topo Continu,0.011,0.016,NetworkFix,1.7,10,13/04/2017,10:49:48.0,13/04/2017,10:49:48.0,0.0
365,2266976.582,1574157.557,137.226,Topo Continu,0.010,0.015,NetworkFix,1.7,10,13/04/2017,10:49:49.0,13/04/2017,10:49:49.0,0.0
366,2266976.135,1574157.326,137.222,Topo Continu,0.010,0.015,NetworkFix,1.7,10,13/04/2017,10:49:50.0,13/04/2017,10:49:50.0,0.0
367,2266975.653,1574157.082,137.250,Topo Continu,0.008,0.012,NetworkFix,1.7,11,13/04/2017,10:49:51.0,13/04/2017,10:49:51.0,0.0
368,2266975.077,1574156.798,137.252,Topo Continu,0.008,0.012,NetworkFix,1.7,11,13/04/2017,10:49:52.0,13/04/2017,10:49:52.0,0.0
369,2266974.779,1574156.654,137.251,Topo Continu,0.009,0.014,NetworkFix,1.7,11,13/04/2017,10:49:53.0,13/04/2017,10:49:53.0,0.0
370,2266974.281,1574156.433,137.254,Topo Continu,0.008,0.013,NetworkFix,1.7,11,13/04/2017,10:49:54.0,13/04/2017,10:49:54.0,0.0
371,2266973.785,1574156.209,137.228,Topo Continu,0.015,0.022,NetworkFix,1.7,11,13/04/2017,10:49:55.0,13/04/2017,10:49:55.0,0.0
372,2266973.297,1574155.982,137.239,Topo Continu,0.016,0.023,NetworkFix,1.7,11,13/04/2017,10:49:56.0,13/04/2017,10:49:56.0,0.0
373,2266972.721,1574155.698,137.240,Topo Continu,0.013,0.020,NetworkFix,1.7,11,13/04/2017,10:49:57.0,13/04/2017,10:49:57.0,0.0
374,2266972.333,1574155.490,137.233,Topo Continu,0.014,0.022,NetworkFix,1.7,11,13/04/2017,10:49:58.0,13/04/2017,10:49:58.0,0.0
375,2266971.227,1574154.915,137.222,Topo Continu,0.008,0.014,NetworkFix,1.7,11,13/04/2017,10:50:00.0,13/04/2017,10:50:00.0,0.0
376,2266970.727,1574154.644,137.216,Topo Continu,0.010,0.014,NetworkFix,1.7,11,13/04/2017,10:50:01.0,13/04/2017,10:50:01.0,0.0
377,2266970.218,1574154.361,137.210,Topo Continu,0.008,0.014,NetworkFix,1.7,11,13/04/2017,10:50:02.0,13/04/2017,10:50:02.0,0.0
378,2266969.709,1574154.074,137.218,Topo Continu,0.008,0.012,NetworkFix,1.7,11,13/04/2017,10:50:03.0,13/04/2017,10:50:03.0,0.0
379,2266969.193,1574153.802,137.227,Topo Continu,0.010,0.015,NetworkFix,1.7,11,13/04/2017,10:50:04.0,13/04/2017,10:50:04.0,0.0
380,2266968.681,1574153.539,137.244,Topo Continu,0.015,0.021,NetworkFix,1.7,11,13/04/2017,10:50:05.0,13/04/2017,10:50:05.0,0.0
381,2266968.199,1574153.130,137.451,Topo Continu,0.024,0.033,NetworkFix,1.7,10,13/04/2017,10:50:06.0,13/04/2017,10:50:06.0,0.0
382,2266965.304,1574149.561,137.247,Topo Continu,0.027,0.038,NetworkFix,1.6,10,13/04/2017,10:50:18.0,13/04/2017,10:50:18.0,0.0
383,2266965.372,1574149.266,137.249,Topo Continu,0.019,0.030,NetworkFix,1.6,10,13/04/2017,10:50:19.0,13/04/2017,10:50:19.0,0.0
384,2266965.434,1574148.941,137.224,Topo Continu,0.013,0.020,NetworkFix,1.6,10,13/04/2017,10:50:20.0,13/04/2017,10:50:20.0,0.0
385,2266965.496,1574148.627,137.230,Topo Continu,0.017,0.025,NetworkFix,1.6,10,13/04/2017,10:50:21.0,13/04/2017,10:50:21.0,0.0
386,2266965.568,1574148.346,137.208,Topo Continu,0.027,0.040,NetworkFix,1.6,10,13/04/2017,10:50:22.0,13/04/2017,10:50:22.0,0.0
387,2266965.655,1574148.040,137.219,Topo Continu,0.013,0.021,NetworkFix,1.6,10,13/04/2017,10:50:23.0,13/04/2017,10:50:23.0,0.0
388,2266965.817,1574147.664,137.203,Topo Continu,0.021,0.031,NetworkFix,1.6,10,13/04/2017,10:50:24.0,13/04/2017,10:50:24.0,0.0
389,2266965.898,1574147.467,137.192,Topo Continu,0.024,0.037,NetworkFix,1.6,10,13/04/2017,10:50:25.0,13/04/2017,10:50:25.0,0.0
390,2266966.055,1574147.141,137.213,Topo Continu,0.021,0.033,NetworkFix,1.5,10,13/04/2017,10:50:26.0,13/04/2017,10:50:26.0,0.0
391,2266966.220,1574146.810,137.225,Topo Continu,0.025,0.039,NetworkFix,1.5,10,13/04/2017,10:50:27.0,13/04/2017,10:50:27.0,0.0
392,2266966.386,1574146.475,137.209,Topo Continu,0.027,0.041,NetworkFix,1.5,10,13/04/2017,10:50:28.0,13/04/2017,10:50:28.0,0.0
393,2266966.574,1574145.977,137.253,Topo Continu,0.011,0.018,NetworkFix,1.5,10,13/04/2017,10:50:30.0,13/04/2017,10:50:30.0,0.0
394,2266966.716,1574145.793,137.251,Topo Continu,0.008,0.013,NetworkFix,1.5,10,13/04/2017,10:50:31.0,13/04/2017,10:50:31.0,0.0
395,2266966.830,1574145.699,137.246,Topo Continu,0.015,0.022,NetworkFix,1.5,10,13/04/2017,10:50:32.0,13/04/2017,10:50:32.0,0.0
396,2266966.953,1574145.666,137.256,Topo Continu,0.014,0.021,NetworkFix,1.5,11,13/04/2017,10:50:33.0,13/04/2017,10:50:33.0,0.0
397,2266967.098,1574145.686,137.250,Topo Continu,0.011,0.019,NetworkFix,1.5,11,13/04/2017,10:50:34.0,13/04/2017,10:50:34.0,0.0
398,2266967.354,1574145.774,137.266,Topo Continu,0.017,0.027,NetworkFix,1.5,11,13/04/2017,10:50:35.0,13/04/2017,10:50:35.0,0.0
399,2266967.654,1574145.884,137.248,Topo Continu,0.026,0.040,NetworkFix,1.5,11,13/04/2017,10:50:36.0,13/04/2017,10:50:36.0,0.0
400,2266967.938,1574145.994,137.237,Topo Continu,0.010,0.016,NetworkFix,1.5,12,13/04/2017,10:50:37.0,13/04/2017,10:50:37.0,0.0
401,2266968.252,1574146.099,137.248,Topo Continu,0.009,0.014,NetworkFix,1.5,12,13/04/2017,10:50:38.0,13/04/2017,10:50:38.0,0.0
402,2266968.588,1574146.185,137.251,Topo Continu,0.010,0.015,NetworkFix,1.5,12,13/04/2017,10:50:39.0,13/04/2017,10:50:39.0,0.0
403,2266968.927,1574146.269,137.232,Topo Continu,0.006,0.011,NetworkFix,1.5,12,13/04/2017,10:50:40.0,13/04/2017,10:50:40.0,0.0
404,2266969.227,1574146.350,137.253,Topo Continu,0.010,0.014,NetworkFix,1.5,12,13/04/2017,10:50:41.0,13/04/2017,10:50:41.0,0.0
405,2266969.534,1574146.436,137.238,Topo Continu,0.014,0.022,NetworkFix,1.5,12,13/04/2017,10:50:42.0,13/04/2017,10:50:42.0,0.0
406,2266969.835,1574146.557,137.216,Topo Continu,0.019,0.029,NetworkFix,1.5,12,13/04/2017,10:50:43.0,13/04/2017,10:50:43.0,0.0
407,2266970.213,1574146.667,137.209,Topo Continu,0.009,0.014,NetworkFix,1.5,11,13/04/2017,10:50:44.0,13/04/2017,10:50:44.0,0.0
408,2266970.651,1574146.741,137.250,Topo Continu,0.009,0.014,NetworkFix,1.5,11,13/04/2017,10:50:45.0,13/04/2017,10:50:45.0,0.0
409,2266971.028,1574146.795,137.244,Topo Continu,0.014,0.024,NetworkFix,1.5,11,13/04/2017,10:50:46.0,13/04/2017,10:50:46.0,0.0
410,2266971.389,1574146.884,137.240,Topo Continu,0.009,0.014,NetworkFix,1.5,12,13/04/2017,10:50:47.0,13/04/2017,10:50:47.0,0.0
411,2266971.732,1574146.994,137.241,Topo Continu,0.007,0.012,NetworkFix,1.5,12,13/04/2017,10:50:48.0,13/04/2017,10:50:48.0,0.0
412,2266972.106,1574147.127,137.224,Topo Continu,0.011,0.017,NetworkFix,1.5,12,13/04/2017,10:50:49.0,13/04/2017,10:50:49.0,0.0
413,2266972.555,1574147.268,137.220,Topo Continu,0.008,0.012,NetworkFix,1.5,12,13/04/2017,10:50:50.0,13/04/2017,10:50:50.0,0.0
414,2266973.052,1574147.391,137.235,Topo Continu,0.006,0.010,NetworkFix,1.5,13,13/04/2017,10:50:51.0,13/04/2017,10:50:51.0,0.0
415,2266973.643,1574147.476,137.219,Topo Continu,0.006,0.012,NetworkFix,1.5,12,13/04/2017,10:50:52.0,13/04/2017,10:50:52.0,0.0
416,2266974.199,1574147.530,137.246,Topo Continu,0.008,0.014,NetworkFix,1.5,12,13/04/2017,10:50:53.0,13/04/2017,10:50:53.0,0.0
417,2266974.821,1574147.656,137.241,Topo Continu,0.006,0.011,NetworkFix,1.5,12,13/04/2017,10:50:54.0,13/04/2017,10:50:54.0,0.0
418,2266975.231,1574147.802,137.243,Topo Continu,0.011,0.020,NetworkFix,1.5,12,13/04/2017,10:50:55.0,13/04/2017,10:50:55.0,0.0
419,2266975.755,1574148.021,137.238,Topo Continu,0.009,0.015,NetworkFix,1.5,12,13/04/2017,10:50:56.0,13/04/2017,10:50:56.0,0.0
420,2266976.375,1574148.314,137.242,Topo Continu,0.008,0.013,NetworkFix,1.5,12,13/04/2017,10:50:57.0,13/04/2017,10:50:57.0,0.0
421,2266976.782,1574148.517,137.252,Topo Continu,0.009,0.016,NetworkFix,1.5,12,13/04/2017,10:50:58.0,13/04/2017,10:50:58.0,0.0
422,2266977.290,1574148.787,137.227,Topo Continu,0.011,0.018,NetworkFix,1.5,12,13/04/2017,10:50:59.0,13/04/2017,10:50:59.0,0.0
423,2266977.806,1574149.064,137.236,Topo Continu,0.006,0.011,NetworkFix,1.6,12,13/04/2017,10:51:00.0,13/04/2017,10:51:00.0,0.0
424,2266978.283,1574149.348,137.224,Topo Continu,0.008,0.013,NetworkFix,1.6,12,13/04/2017,10:51:01.0,13/04/2017,10:51:01.0,0.0
425,2266978.641,1574149.606,137.236,Topo Continu,0.011,0.018,NetworkFix,1.6,12,13/04/2017,10:51:02.0,13/04/2017,10:51:02.0,0.0
426,2266979.069,1574149.960,137.230,Topo Continu,0.014,0.023,NetworkFix,1.6,12,13/04/2017,10:51:03.0,13/04/2017,10:51:03.0,0.0
427,2266979.503,1574150.312,137.237,Topo Continu,0.009,0.015,NetworkFix,1.6,12,13/04/2017,10:51:04.0,13/04/2017,10:51:04.0,0.0
428,2266979.947,1574150.641,137.236,Topo Continu,0.011,0.020,NetworkFix,1.6,12,13/04/2017,10:51:05.0,13/04/2017,10:51:05.0,0.0
429,2266980.413,1574150.947,137.245,Topo Continu,0.007,0.012,NetworkFix,1.6,12,13/04/2017,10:51:06.0,13/04/2017,10:51:06.0,0.0
430,2266980.889,1574151.248,137.244,Topo Continu,0.007,0.012,NetworkFix,1.6,12,13/04/2017,10:51:07.0,13/04/2017,10:51:07.0,0.0
431,2266981.344,1574151.551,137.241,Topo Continu,0.007,0.012,NetworkFix,1.6,12,13/04/2017,10:51:08.0,13/04/2017,10:51:08.0,0.0
432,2266981.779,1574151.871,137.239,Topo Continu,0.008,0.014,NetworkFix,1.6,12,13/04/2017,10:51:09.0,13/04/2017,10:51:09.0,0.0
433,2266982.288,1574152.262,137.245,Topo Continu,0.008,0.013,NetworkFix,1.6,12,13/04/2017,10:51:10.0,13/04/2017,10:51:10.0,0.0
434,2266982.705,1574152.594,137.248,Topo Continu,0.013,0.022,NetworkFix,1.6,12,13/04/2017,10:51:11.0,13/04/2017,10:51:11.0,0.0
435,2266983.538,1574153.247,137.244,Topo Continu,0.006,0.011,NetworkFix,1.6,12,13/04/2017,10:51:13.0,13/04/2017,10:51:13.0,0.0
436,2266983.969,1574153.575,137.246,Topo Continu,0.014,0.024,NetworkFix,1.6,12,13/04/2017,10:51:14.0,13/04/2017,10:51:14.0,0.0
437,2266984.406,1574153.885,137.245,Topo Continu,0.006,0.011,NetworkFix,1.6,12,13/04/2017,10:51:15.0,13/04/2017,10:51:15.0,0.0
438,2266984.841,1574154.176,137.234,Topo Continu,0.006,0.010,NetworkFix,1.6,12,13/04/2017,10:51:16.0,13/04/2017,10:51:16.0,0.0
439,2266985.268,1574154.449,137.242,Topo Continu,0.009,0.015,NetworkFix,1.6,12,13/04/2017,10:51:17.0,13/04/2017,10:51:17.0,0.0
440,2266985.702,1574154.696,137.246,Topo Continu,0.006,0.010,NetworkFix,1.6,12,13/04/2017,10:51:18.0,13/04/2017,10:51:18.0,0.0
441,2266986.143,1574154.922,137.252,Topo Continu,0.008,0.013,NetworkFix,1.6,12,13/04/2017,10:51:19.0,13/04/2017,10:51:19.0,0.0
442,2266986.567,1574155.141,137.246,Topo Continu,0.006,0.011,NetworkFix,1.6,12,13/04/2017,10:51:20.0,13/04/2017,10:51:20.0,0.0
443,2266986.994,1574155.380,137.256,Topo Continu,0.007,0.012,NetworkFix,1.6,12,13/04/2017,10:51:21.0,13/04/2017,10:51:21.0,0.0
444,2266987.419,1574155.608,137.247,Topo Continu,0.007,0.013,NetworkFix,1.6,12,13/04/2017,10:51:22.0,13/04/2017,10:51:22.0,0.0
445,2266987.851,1574155.837,137.264,Topo Continu,0.009,0.015,NetworkFix,1.6,12,13/04/2017,10:51:23.0,13/04/2017,10:51:23.0,0.0
446,2266988.240,1574156.106,137.240,Topo Continu,0.006,0.010,NetworkFix,1.6,12,13/04/2017,10:51:24.0,13/04/2017,10:51:24.0,0.0
447,2266988.615,1574156.406,137.238,Topo Continu,0.007,0.011,NetworkFix,1.6,12,13/04/2017,10:51:25.0,13/04/2017,10:51:25.0,0.0
448,2266988.966,1574156.727,137.248,Topo Continu,0.012,0.020,NetworkFix,1.6,12,13/04/2017,10:51:26.0,13/04/2017,10:51:26.0,0.0
449,2266989.304,1574157.076,137.250,Topo Continu,0.017,0.027,NetworkFix,1.6,12,13/04/2017,10:51:27.0,13/04/2017,10:51:27.0,0.0
450,2266989.651,1574157.424,137.239,Topo Continu,0.009,0.014,NetworkFix,1.6,11,13/04/2017,10:51:28.0,13/04/2017,10:51:28.0,0.0
451,2266990.021,1574157.751,137.249,Topo Continu,0.016,0.025,NetworkFix,1.6,11,13/04/2017,10:51:29.0,13/04/2017,10:51:29.0,0.0
452,2266990.437,1574158.056,137.249,Topo Continu,0.019,0.031,NetworkFix,1.6,11,13/04/2017,10:51:30.0,13/04/2017,10:51:30.0,0.0
453,2266990.871,1574158.326,137.240,Topo Continu,0.006,0.011,NetworkFix,1.6,11,13/04/2017,10:51:31.0,13/04/2017,10:51:31.0,0.0
454,2266991.327,1574158.558,137.242,Topo Continu,0.009,0.013,NetworkFix,1.6,11,13/04/2017,10:51:32.0,13/04/2017,10:51:32.0,0.0
455,2266991.772,1574158.780,137.229,Topo Continu,0.012,0.019,NetworkFix,1.6,11,13/04/2017,10:51:33.0,13/04/2017,10:51:33.0,0.0
456,2266992.242,1574159.000,137.264,Topo Continu,0.006,0.010,NetworkFix,1.6,11,13/04/2017,10:51:34.0,13/04/2017,10:51:34.0,0.0
457,2266992.698,1574159.214,137.260,Topo Continu,0.009,0.014,NetworkFix,1.6,11,13/04/2017,10:51:35.0,13/04/2017,10:51:35.0,0.0
458,2266993.167,1574159.437,137.243,Topo Continu,0.007,0.013,NetworkFix,1.5,11,13/04/2017,10:51:36.0,13/04/2017,10:51:36.0,0.0
459,2266993.632,1574159.647,137.229,Topo Continu,0.011,0.017,NetworkFix,1.5,11,13/04/2017,10:51:37.0,13/04/2017,10:51:37.0,0.0
460,2266994.099,1574159.860,137.232,Topo Continu,0.009,0.015,NetworkFix,1.5,11,13/04/2017,10:51:38.0,13/04/2017,10:51:38.0,0.0
461,2266994.581,1574160.039,137.250,Topo Continu,0.009,0.013,NetworkFix,1.5,11,13/04/2017,10:51:39.0,13/04/2017,10:51:39.0,0.0
462,2266995.066,1574160.206,137.244,Topo Continu,0.007,0.011,NetworkFix,1.5,11,13/04/2017,10:51:40.0,13/04/2017,10:51:40.0,0.0
463,2266995.533,1574160.374,137.256,Topo Continu,0.006,0.011,NetworkFix,1.5,11,13/04/2017,10:51:41.0,13/04/2017,10:51:41.0,0.0
464,2266995.999,1574160.557,137.258,Topo Continu,0.007,0.012,NetworkFix,1.5,11,13/04/2017,10:51:42.0,13/04/2017,10:51:42.0,0.0
465,2266996.467,1574160.756,137.251,Topo Continu,0.009,0.015,NetworkFix,1.5,11,13/04/2017,10:51:43.0,13/04/2017,10:51:43.0,0.0
466,2266997.030,1574160.993,137.229,Topo Continu,0.008,0.013,NetworkFix,1.5,11,13/04/2017,10:51:44.0,13/04/2017,10:51:44.0,0.0
467,2266997.509,1574161.188,137.229,Topo Continu,0.010,0.016,NetworkFix,1.5,11,13/04/2017,10:51:45.0,13/04/2017,10:51:45.0,0.0
468,2266997.897,1574161.336,137.224,Topo Continu,0.009,0.015,NetworkFix,1.5,11,13/04/2017,10:51:46.0,13/04/2017,10:51:46.0,0.0
469,2266998.388,1574161.520,137.244,Topo Continu,0.007,0.012,NetworkFix,1.5,11,13/04/2017,10:51:47.0,13/04/2017,10:51:47.0,0.0
470,2266998.962,1574161.748,137.236,Topo Continu,0.006,0.011,NetworkFix,1.5,11,13/04/2017,10:51:48.0,13/04/2017,10:51:48.0,0.0
471,2266999.353,1574161.896,137.245,Topo Continu,0.009,0.015,NetworkFix,1.5,11,13/04/2017,10:51:49.0,13/04/2017,10:51:49.0,0.0
472,2266999.819,1574162.094,137.235,Topo Continu,0.009,0.014,NetworkFix,1.7,11,13/04/2017,10:51:50.0,13/04/2017,10:51:50.0,0.0
473,2267000.288,1574162.290,137.247,Topo Continu,0.007,0.012,NetworkFix,1.7,11,13/04/2017,10:51:51.0,13/04/2017,10:51:51.0,0.0
474,2267000.736,1574162.505,137.246,Topo Continu,0.009,0.014,NetworkFix,1.5,11,13/04/2017,10:51:52.0,13/04/2017,10:51:52.0,0.0
475,2267001.275,1574162.793,137.225,Topo Continu,0.009,0.016,NetworkFix,1.5,11,13/04/2017,10:51:53.0,13/04/2017,10:51:53.0,0.0
476,2267001.652,1574162.981,137.232,Topo Continu,0.008,0.014,NetworkFix,1.5,11,13/04/2017,10:51:54.0,13/04/2017,10:51:54.0,0.0
477,2267002.042,1574163.163,137.245,Topo Continu,0.009,0.016,NetworkFix,1.5,11,13/04/2017,10:51:55.0,13/04/2017,10:51:55.0,0.0
478,2267002.616,1574163.430,137.237,Topo Continu,0.013,0.021,NetworkFix,1.5,11,13/04/2017,10:51:56.0,13/04/2017,10:51:56.0,0.0
479,2267003.599,1574163.843,137.231,Topo Continu,0.014,0.024,NetworkFix,1.5,12,13/04/2017,10:51:58.0,13/04/2017,10:51:58.0,0.0
480,2267004.087,1574164.033,137.210,Topo Continu,0.012,0.019,NetworkFix,1.5,12,13/04/2017,10:51:59.0,13/04/2017,10:51:59.0,0.0
481,2267004.587,1574164.218,137.229,Topo Continu,0.009,0.015,NetworkFix,1.5,12,13/04/2017,10:52:00.0,13/04/2017,10:52:00.0,0.0
482,2267005.090,1574164.386,137.236,Topo Continu,0.010,0.017,NetworkFix,1.5,12,13/04/2017,10:52:01.0,13/04/2017,10:52:01.0,0.0
483,2267005.588,1574164.551,137.220,Topo Continu,0.014,0.023,NetworkFix,1.5,12,13/04/2017,10:52:02.0,13/04/2017,10:52:02.0,0.0
484,2267006.105,1574164.698,137.245,Topo Continu,0.008,0.013,NetworkFix,1.5,12,13/04/2017,10:52:03.0,13/04/2017,10:52:03.0,0.0
485,2267006.612,1574164.838,137.239,Topo Continu,0.009,0.015,NetworkFix,1.5,12,13/04/2017,10:52:04.0,13/04/2017,10:52:04.0,0.0
486,2267007.130,1574164.965,137.252,Topo Continu,0.009,0.016,NetworkFix,1.5,12,13/04/2017,10:52:05.0,13/04/2017,10:52:05.0,0.0
487,2267007.633,1574165.081,137.235,Topo Continu,0.008,0.014,NetworkFix,1.5,12,13/04/2017,10:52:06.0,13/04/2017,10:52:06.0,0.0
488,2267008.134,1574165.181,137.207,Topo Continu,0.016,0.026,NetworkFix,1.5,12,13/04/2017,10:52:07.0,13/04/2017,10:52:07.0,0.0
489,2267008.653,1574165.282,137.260,Topo Continu,0.014,0.024,NetworkFix,1.5,12,13/04/2017,10:52:08.0,13/04/2017,10:52:08.0,0.0
490,2267009.151,1574165.388,137.236,Topo Continu,0.017,0.028,NetworkFix,1.5,12,13/04/2017,10:52:09.0,13/04/2017,10:52:09.0,0.0
491,2267009.650,1574165.514,137.252,Topo Continu,0.020,0.033,NetworkFix,1.5,12,13/04/2017,10:52:10.0,13/04/2017,10:52:10.0,0.0
492,2267010.148,1574165.645,137.224,Topo Continu,0.016,0.027,NetworkFix,1.5,12,13/04/2017,10:52:11.0,13/04/2017,10:52:11.0,0.0
493,2267010.647,1574165.790,137.206,Topo Continu,0.024,0.039,NetworkFix,1.5,12,13/04/2017,10:52:12.0,13/04/2017,10:52:12.0,0.0
494,2267011.143,1574165.940,137.251,Topo Continu,0.014,0.023,NetworkFix,1.5,12,13/04/2017,10:52:13.0,13/04/2017,10:52:13.0,0.0
495,2267011.623,1574166.118,137.240,Topo Continu,0.007,0.012,NetworkFix,1.5,12,13/04/2017,10:52:14.0,13/04/2017,10:52:14.0,0.0
496,2267012.103,1574166.310,137.247,Topo Continu,0.010,0.016,NetworkFix,1.5,13,13/04/2017,10:52:15.0,13/04/2017,10:52:15.0,0.0
497,2267012.588,1574166.499,137.255,Topo Continu,0.017,0.028,NetworkFix,1.5,13,13/04/2017,10:52:16.0,13/04/2017,10:52:16.0,0.0
498,2267013.079,1574166.690,137.226,Topo Continu,0.010,0.017,NetworkFix,1.5,13,13/04/2017,10:52:17.0,13/04/2017,10:52:17.0,0.0
499,2267013.585,1574166.881,137.237,Topo Continu,0.007,0.012,NetworkFix,1.5,13,13/04/2017,10:52:18.0,13/04/2017,10:52:18.0,0.0
500,2267014.104,1574167.069,137.225,Topo Continu,0.008,0.014,NetworkFix,1.5,13,13/04/2017,10:52:19.0,13/04/2017,10:52:19.0,0.0
501,2267014.737,1574167.282,137.240,Topo Continu,0.010,0.017,NetworkFix,1.5,13,13/04/2017,10:52:20.0,13/04/2017,10:52:20.0,0.0
502,2267015.161,1574167.417,137.246,Topo Continu,0.006,0.010,NetworkFix,1.5,13,13/04/2017,10:52:21.0,13/04/2017,10:52:21.0,0.0
503,2267015.688,1574167.572,137.238,Topo Continu,0.006,0.011,NetworkFix,1.5,13,13/04/2017,10:52:22.0,13/04/2017,10:52:22.0,0.0
504,2267016.231,1574167.710,137.259,Topo Continu,0.007,0.011,NetworkFix,1.5,13,13/04/2017,10:52:23.0,13/04/2017,10:52:23.0,0.0
505,2267016.758,1574167.849,137.247,Topo Continu,0.012,0.020,NetworkFix,1.5,13,13/04/2017,10:52:24.0,13/04/2017,10:52:24.0,0.0
506,2267017.271,1574168.004,137.220,Topo Continu,0.012,0.020,NetworkFix,1.5,13,13/04/2017,10:52:25.0,13/04/2017,10:52:25.0,0.0
507,2267017.767,1574168.194,137.228,Topo Continu,0.006,0.010,NetworkFix,1.5,13,13/04/2017,10:52:26.0,13/04/2017,10:52:26.0,0.0
508,2267018.238,1574168.436,137.231,Topo Continu,0.006,0.010,NetworkFix,1.5,13,13/04/2017,10:52:27.0,13/04/2017,10:52:27.0,0.0
509,2267018.717,1574168.687,137.225,Topo Continu,0.008,0.013,NetworkFix,1.5,13,13/04/2017,10:52:28.0,13/04/2017,10:52:28.0,0.0
510,2267019.296,1574169.006,137.242,Topo Continu,0.008,0.014,NetworkFix,1.5,13,13/04/2017,10:52:29.0,13/04/2017,10:52:29.0,0.0
511,2267019.680,1574169.215,137.237,Topo Continu,0.006,0.010,NetworkFix,1.5,13,13/04/2017,10:52:30.0,13/04/2017,10:52:30.0,0.0
512,2267020.166,1574169.472,137.240,Topo Continu,0.008,0.013,NetworkFix,1.2,13,13/04/2017,10:52:31.0,13/04/2017,10:52:31.0,0.0
513,2267021.145,1574169.986,137.229,Topo Continu,0.009,0.016,NetworkFix,1.2,13,13/04/2017,10:52:33.0,13/04/2017,10:52:33.0,0.0
514,2267021.666,1574170.250,137.247,Topo Continu,0.013,0.020,NetworkFix,1.2,12,13/04/2017,10:52:34.0,13/04/2017,10:52:34.0,0.0
515,2267022.169,1574170.518,137.247,Topo Continu,0.006,0.011,NetworkFix,1.2,12,13/04/2017,10:52:35.0,13/04/2017,10:52:35.0,0.0
516,2267022.663,1574170.793,137.250,Topo Continu,0.006,0.010,NetworkFix,1.2,12,13/04/2017,10:52:36.0,13/04/2017,10:52:36.0,0.0
517,2267023.161,1574171.086,137.243,Topo Continu,0.007,0.012,NetworkFix,1.2,12,13/04/2017,10:52:37.0,13/04/2017,10:52:37.0,0.0
518,2267023.664,1574171.395,137.242,Topo Continu,0.007,0.011,NetworkFix,1.2,12,13/04/2017,10:52:38.0,13/04/2017,10:52:38.0,0.0
519,2267024.163,1574171.703,137.249,Topo Continu,0.009,0.015,NetworkFix,1.2,12,13/04/2017,10:52:39.0,13/04/2017,10:52:39.0,0.0
520,2267024.674,1574172.023,137.241,Topo Continu,0.007,0.012,NetworkFix,1.2,12,13/04/2017,10:52:40.0,13/04/2017,10:52:40.0,0.0
521,2267025.204,1574172.332,137.239,Topo Continu,0.010,0.017,NetworkFix,1.2,12,13/04/2017,10:52:41.0,13/04/2017,10:52:41.0,0.0
